emotion,avg_ear,avg_yaw,avg_pitch,avg_roll,left_gaze_ratio,right_gaze_ratio,center_gaze_ratio,cognitive_load,deception_risk,blink_rate,gaze_stability,movement_score,Unnamed: 13,emotion_score,stress_score
happy,0.2377793647388058,0.7275505742266812,0.062898345,-0.04432601,0.0,0,1.0,LOW,LOW,30.24441270522388,1.0,1.191815639771217,,0.5,0.5
happy,0.1932685819721016,0.6039251387110567,0.1046307738084212,-0.015993585,0.0,0,1.0,LOW,LOW,31.13462836055797,1.0,0.8820141577647554,,0.5,0.5
happy,0.2221834147512581,0.4463216844064123,-0.13207759,-0.017977397,0.0,0,1.0,LOW,LOW,30.55633170497484,1.0,1.0297109812863376,,0.5,0.5
happy,0.2186231883157609,0.2098116497417777,0.429862246,-0.034243552,0.0,0,1.0,LOW,LOW,30.62753623368478,1.0,0.8705416,,0.5,0.5
happy,0.1889543545001711,0.7799421217339406,1.9699232907914128,-0.0207368,0.0,0,1.0,LOW,LOW,31.220912909996574,1.0,3.246375271592341,,0.5,0.5
happy,0.1869808354354578,0.6842864724482203,0.6715933224511318,0.003600057,0.0,0,1.0,LOW,LOW,31.260383291290843,1.0,1.5633772951488027,,0.5,0.5
happy,0.2333695601870303,0.7740393688629361,-0.315753711,-0.017048866,0.0,0,1.0,LOW,LOW,30.332608796259397,1.0,1.3903334424857048,,0.5,0.5
happy,0.2835186084874667,-0.056885622,-0.511034046,-0.048414324,0.0,0,1.0,LOW,LOW,29.329627830250665,1.0,2.0205725720726506,,0.5,0.5
sad,0.2398526013942787,-0.232259021,0.3500667984825663,-0.122682941,0.0,0,1.0,MEDIUM,LOW,30.202947972114423,1.0,1.4724391168177875,,0.5,0.5
sad,0.2174593978548287,0.4720595113482528,1.4433249774090833,-0.140671407,0.0,0,1.0,MEDIUM,LOW,30.650812042903425,1.0,2.300652990671604,,0.5,0.5
sad,0.2128324720001082,0.7938778198766877,2.015098935494874,-0.104854783,0.0,0,1.0,MEDIUM,LOW,30.74335055999784,1.0,2.913831537953472,,0.5,0.5
sad,0.2339160912880772,-0.996213094,0.6314902844180281,-0.122043085,0.0,0,1.0,MEDIUM,LOW,30.321678174238457,1.0,1.7557212474754431,,0.5,0.5
sad,0.1969736565199104,0.093267762,-0.188495687,-0.102510258,0.0,0,1.0,MEDIUM,LOW,31.06052686960179,1.0,0.8297534283209077,,0.5,0.5
sad,0.2163298672982908,0.4532411901302939,-1.086961296,-0.072492834,0.0,0,1.0,MEDIUM,LOW,30.673402654034184,1.0,1.8029312464121987,,0.5,0.5
sad,0.2290630430971023,0.080435401,0.006491708,-0.098335204,0.0,0,1.0,MEDIUM,LOW,30.41873913805795,1.0,0.5718928112019398,,0.5,0.5
sad,0.243816199957304,-0.069039097,1.1743268106499962,-0.108880114,0.0,0,1.0,MEDIUM,LOW,30.12367600085392,1.0,1.534318011,,0.5,0.5
angry,0.2356500006296764,0.3748759429285666,1.7878074512466462,-0.123422753,0.0,0,1.0,MEDIUM,LOW,30.28699998740647,1.0,2.4413710372252657,,0.5,0.5
angry,0.2494850259171678,-0.548728173,0.9948565819354666,-0.137224291,0.0,0,1.0,MEDIUM,LOW,30.010299481656645,1.0,2.1000112097788675,,0.5,0.5
angry,0.2374003857216866,0.1279329522545907,0.7077145752582622,-0.095840868,0.0,0,1.0,MEDIUM,LOW,30.251992285566267,1.0,1.0663181864366351,,0.5,0.5
angry,0.2645797345576253,0.2055545194901822,-0.522541822,-0.071704454,0.0,0,1.0,MEDIUM,LOW,29.708405308847496,1.0,0.9200522960578836,,0.5,0.5
angry,0.2742424556885851,0.6836867310534175,-1.097005931,-0.082512791,0.0,0,1.0,MEDIUM,LOW,29.515150886228295,1.0,2.719349568597392,,0.5,0.5
angry,0.2386183751152269,1.3568800152090716,-1.869615218,-0.102120201,0.0,0,1.0,MEDIUM,LOW,30.22763249769546,1.0,3.3418974740216325,,0.5,0.5
angry,0.214064910524021,0.6400694739238059,-0.359092906,-0.11003972,0.0,0,1.0,MEDIUM,LOW,30.718701789519574,1.0,2.047576388,,0.5,0.5
angry,0.2398781451929258,0.931984636892572,-1.173075516,-0.059765795,0.0,0,1.0,MEDIUM,LOW,30.202437096141484,1.0,2.1668542881884005,,0.5,0.5
fearful,0.2874852704654444,0.1965271920397841,-0.474922711,-0.111449618,0.0,0,1.0,LOW,LOW,29.250294590691112,1.0,1.0566293527241122,,0.5,0.5
fearful,0.2342883562949043,0.030531182,0.2434758986774549,-0.092085729,0.0,0,1.0,LOW,LOW,30.314232874101915,1.0,0.6715183006136727,,0.5,0.5
fearful,0.2998601983864082,0.2169608814975346,0.0272729093293579,-0.136521422,0.0,0,1.0,LOW,LOW,29.002796032271835,1.0,0.9526040109709744,,0.5,0.5
fearful,0.2774046893482856,-0.174538996,1.0336320220978543,-0.137919138,0.0,0,1.0,LOW,LOW,29.451906213034285,1.0,1.7577950826768076,,0.5,0.5
fearful,0.2720103789697171,-0.225404707,-0.185680157,-0.108062194,0.0,0,1.0,LOW,LOW,29.55979242060566,1.0,2.075896924680708,,0.5,0.5
fearful,0.254045012202087,-0.18468368,-0.00859773,-0.078405101,0.0,0,1.0,LOW,LOW,29.91909975595826,1.0,1.8436439139984775,,0.5,0.5
fearful,0.2619630608217168,0.2173588955329094,0.450470884517357,-0.120149969,0.0,0,1.0,LOW,LOW,29.760738783565664,1.0,1.4605027497288212,,0.5,0.5
fearful,0.263396478609587,0.053682721,1.5104587991365752,-0.102190311,0.0,0,1.0,LOW,LOW,29.73207042780826,1.0,2.046101419844295,,0.5,0.5
disgust,0.1588228698131222,0.4370494479447299,-1.330089858,-0.051806456,0.0,0,1.0,LOW,LOW,31.82354260373756,1.0,2.154313913199332,,0.5,0.5
disgust,0.1650877665059205,0.8235867988771141,-1.499912773,-0.048628662,0.0,0,1.0,LOW,LOW,31.69824466988159,1.0,2.383004153889592,,0.5,0.5
disgust,0.16178525,0.1467432773724634,-1.513571449,-0.054122438,0.0,0,1.0,LOW,LOW,31.76429500502922,1.0,1.932597660901597,,0.5,0.5
disgust,0.1608860586910184,0.1569510131567896,-1.20057249,-0.062852376,0.0,0,1.0,LOW,LOW,31.78227882617963,1.0,1.5064449136767288,,0.5,0.5
disgust,0.1637685367633337,0.8957098486261642,-3.028483613,-0.046960986,0.0,0,1.0,LOW,LOW,31.724629264733327,1.0,4.497341243148752,,0.5,0.5
disgust,0.187823509,0.7306163552608905,-1.176199058,-0.092439037,0.0,0,1.0,LOW,LOW,31.24352982,1.0,2.0235143103251008,,0.5,0.5
disgust,0.1669184948610184,0.7130941305645395,-3.562913533,-0.026539421,0.0,0,1.0,LOW,LOW,31.661630102779636,1.0,4.643009170074704,,0.5,0.5
disgust,0.1725934449762993,1.2852160235695005,-2.054327529,-0.066912731,0.0,0,1.0,LOW,LOW,31.548131100474013,1.0,3.4066267751223283,,0.5,0.5
surprised,0.254360695068504,0.9343762855420706,0.6120572990756302,-0.124057562,0.0,0,1.0,LOW,LOW,29.91278609862992,1.0,1.7900753030404355,,0.5,0.5
surprised,0.2993571654520223,-0.126820454,0.3246756235279618,-0.107294198,0.0,0,1.0,LOW,LOW,29.012856690959552,1.0,1.6721903733927213,,0.5,0.5
surprised,0.2345148384521157,1.13880759,-0.170777872,-0.118656577,0.0,0,1.0,LOW,LOW,30.309703230957687,1.0,2.0583202951198603,,0.5,0.5
surprised,0.2872778556400489,0.3158871207183042,1.1557333050845726,-0.120765154,0.0,0,1.0,LOW,LOW,29.254442887199023,1.0,1.600359368459676,,0.5,0.5
surprised,0.2748760026188911,0.207127034617878,0.0203661552335896,-0.094281551,0.0,0,1.0,LOW,LOW,29.502479947622177,1.0,0.782985244,,0.5,0.5
surprised,0.2822292156442853,0.4332502509155652,0.055215457,-0.11852166,0.0,0,1.0,LOW,LOW,29.35541568711429,1.0,1.4302640582893802,,0.5,0.5
surprised,0.3207783827319262,1.0141256328743284,0.006371439,-0.130380782,0.0,0,1.0,LOW,LOW,28.584432345361478,1.0,1.6837423949317714,,0.5,0.5
surprised,0.3109346830542534,0.3115424887362311,1.2253339140897126,-0.114652682,0.0,0,1.0,LOW,LOW,28.78130633891493,1.0,1.7523842986329132,,0.5,0.5
neutral,0.221710379,-0.018160261,1.335657087633645,-0.101659038,0.0,0,1.0,LOW,LOW,30.56579241356536,1.0,1.9449042795570044,,0.5,0.5
neutral,0.1883303205353584,0.7790478298304607,1.1370308877500706,-0.100267599,0.0,0,1.0,LOW,LOW,31.23339358929283,1.0,2.0223696755465337,,0.5,0.5
neutral,0.2143522532621024,-0.462577608,1.5449274703760034,-0.087778228,0.0,0,1.0,LOW,LOW,30.71295493475795,1.0,2.0993597340747963,,0.5,0.5
neutral,0.2101553726958576,-0.057601492,1.3118512220717384,-0.098952544,0.0,0,1.0,LOW,LOW,30.796892546082848,1.0,1.767736858877282,,0.5,0.5
calm,0.1888691256667017,-0.351121593,1.547702669,-0.062632097,0.0,0,1.0,LOW,LOW,31.222617486665968,1.0,2.107974381093641,,0.5,0.5
calm,0.205908887,-0.005803011,1.1826041637807547,-0.080890899,0.0,0,1.0,LOW,LOW,30.88182225128344,1.0,1.4330124690551096,,0.5,0.5
calm,0.1947583290941186,-0.1734082,0.6419370577409393,-0.064392489,0.0,0,1.0,LOW,LOW,31.10483341811763,1.0,1.043054623336218,,0.5,0.5
calm,0.2137648543684132,-0.889384,1.4158863966759947,-0.07284038,0.0,0,1.0,LOW,LOW,30.72470291263173,1.0,2.4098425627169475,,0.5,0.5
calm,0.1657928978092604,0.3231365472812956,2.283149449410701,-0.088133107,0.0,0,1.0,LOW,LOW,31.68414204381479,1.0,2.857557706411679,,0.5,0.5
calm,0.1955303389702896,0.4128089608823474,0.8170557981320326,-0.079024441,0.0,0,1.0,LOW,LOW,31.089393220594207,1.0,1.4154370359552575,,0.5,0.5
calm,0.19450512830479,0.1483014987314806,1.1112628971096117,-0.068728597,0.0,0,1.0,LOW,LOW,31.1098974339042,1.0,1.4858162866180695,,0.5,0.5
calm,0.1665742320299462,0.3490760860887191,1.0667863573670644,-0.076056219,0.0,0,1.0,LOW,LOW,31.66851535940108,1.0,1.6227064822082384,,0.5,0.5
happy,0.2383284407818541,0.7436479379552277,0.070221258,-0.04415687,0.0,0,1.0,LOW,LOW,30.23343118436292,1.0,1.2256677890562775,,0.5,0.5
happy,0.195323479,0.6038504301668877,0.087208424,-0.015911874,0.0,0,1.0,LOW,LOW,31.09353041843506,1.0,0.8872515987015708,,0.5,0.5
happy,0.2207467737272309,0.4503087902441464,-0.128432808,-0.017693218,0.0,0,1.0,LOW,LOW,30.58506452545538,1.0,1.0424188127329477,,0.5,0.5
happy,0.2169995300730387,0.2045155978871633,0.442057638095422,-0.033811704,0.0,0,1.0,LOW,LOW,30.660009398539223,1.0,0.8987812999185415,,0.5,0.5
happy,0.1888284519554128,0.7785111726178336,1.967150870784628,-0.020634397,0.0,0,1.0,LOW,LOW,31.223430960891744,1.0,3.251579922491288,,0.5,0.5
happy,0.1872925967515959,0.6806044508968188,0.6652565119538822,0.003307252,0.0,0,1.0,LOW,LOW,31.25414806496808,1.0,1.558252436306358,,0.5,0.5
happy,0.2351949429792751,0.7638068390983207,-0.318792138,-0.017653757,0.0,0,1.0,LOW,LOW,30.29610114,1.0,1.388491420904579,,0.5,0.5
happy,0.2829158023291456,-0.061499674,-0.523390083,-0.04750219,0.0,0,1.0,LOW,LOW,29.34168395341709,1.0,2.0365160549606323,,0.5,0.5
sad,0.2399924350732331,-0.226530106,0.3704114844554539,-0.122735209,0.0,0,1.0,MEDIUM,LOW,30.20015129853534,1.0,1.4687242944267145,,0.5,0.5
sad,0.2187528331773982,0.4755668621060255,1.4380730985518273,-0.139955254,0.0,0,1.0,MEDIUM,LOW,30.624943336452034,1.0,2.2966679858780177,,0.5,0.5
sad,0.2137042339481974,0.8017531897101918,2.011838439824498,-0.104130754,0.0,0,1.0,MEDIUM,LOW,30.725915321036048,1.0,2.9177223830628107,,0.5,0.5
sad,0.2335871895611174,-0.990491286,0.6181440464502215,-0.121295706,0.0,0,1.0,MEDIUM,LOW,30.328256208777653,1.0,1.7442564507911325,,0.5,0.5
sad,0.1983040972268043,0.1007541688812553,-0.189863016,-0.102228944,0.0,0,1.0,MEDIUM,LOW,31.033918055463914,1.0,0.8235978892886545,,0.5,0.5
sad,0.2156164177282906,0.4547763279920536,-1.088199885,-0.072454803,0.0,0,1.0,MEDIUM,LOW,30.687671645434182,1.0,1.7997750311005083,,0.5,0.5
sad,0.2302067345080403,0.071213804,0.024032568,-0.098729388,0.0,0,1.0,MEDIUM,LOW,30.395865309839195,1.0,0.5700332680268564,,0.5,0.5
sad,0.2434527017508002,-0.064260464,1.1685093240851383,-0.108401542,0.0,0,1.0,MEDIUM,LOW,30.130945964983997,1.0,1.5346412179356712,,0.5,0.5
angry,0.23617431664998,0.3752241376460521,1.782920504890162,-0.122862227,0.0,0,1.0,MEDIUM,LOW,30.27651367,1.0,2.4359501305087736,,0.5,0.5
angry,0.2496455648186235,-0.550158979,1.0048802609525134,-0.137775997,0.0,0,1.0,MEDIUM,LOW,30.00708870362753,1.0,2.116978369,,0.5,0.5
angry,0.2371880551966071,0.1324659002536016,0.7139670683682047,-0.094970113,0.0,0,1.0,MEDIUM,LOW,30.256238896067856,1.0,1.080258383165492,,0.5,0.5
angry,0.2637760934831243,0.2040967412790182,-0.52395528,-0.071534042,0.0,0,1.0,MEDIUM,LOW,29.724478130337516,1.0,0.8954431995090523,,0.5,0.5
angry,0.2741617415589228,0.6834372188318215,-1.105228704,-0.081956047,0.0,0,1.0,MEDIUM,LOW,29.516765168821543,1.0,2.7194719212452942,,0.5,0.5
angry,0.2378928155908975,1.3664162274876572,-1.876875488,-0.101742297,0.0,0,1.0,MEDIUM,LOW,30.242143688182047,1.0,3.358038005213873,,0.5,0.5
angry,0.2140212517491604,0.6426317814131902,-0.3547663,-0.11009489,0.0,0,1.0,MEDIUM,LOW,30.71957496501679,1.0,2.0536387732046806,,0.5,0.5
angry,0.2386881549676665,0.927169816,-1.1787927,-0.059248127,0.0,0,1.0,MEDIUM,LOW,30.22623690064667,1.0,2.167328503,,0.5,0.5
fearful,0.2888798704788583,0.2064707801419643,-0.469080407,-0.111347576,0.0,0,1.0,LOW,LOW,29.22240259042283,1.0,1.059315670349714,,0.5,0.5
fearful,0.2349827580360735,0.041623818,0.2296599958828969,-0.092472762,0.0,0,1.0,LOW,LOW,30.30034483927853,1.0,0.6720222807258073,,0.5,0.5
fearful,0.2990397064739717,0.2282833868079287,0.0204899322377482,-0.134632948,0.0,0,1.0,LOW,LOW,29.019205870520565,1.0,0.9769676173515952,,0.5,0.5
fearful,0.2779363492263624,-0.177809919,1.0322771400229895,-0.137549703,0.0,0,1.0,LOW,LOW,29.441273015472756,1.0,1.7493285140310193,,0.5,0.5
fearful,0.2732800229018838,-0.220523699,-0.188075519,-0.107331804,0.0,0,1.0,LOW,LOW,29.534399541962323,1.0,2.091634172587521,,0.5,0.5
fearful,0.2538731535125021,-0.197324295,-0.013377741,-0.077886372,0.0,0,1.0,LOW,LOW,29.92253692974996,1.0,1.828933296476228,,0.5,0.5
fearful,0.2624037670510171,0.209668710861012,0.4503409237371805,-0.11975721,0.0,0,1.0,LOW,LOW,29.751924658979657,1.0,1.442102379,,0.5,0.5
fearful,0.2627822655469586,0.050484834,1.5209315565196713,-0.101336432,0.0,0,1.0,LOW,LOW,29.744354689060827,1.0,2.0584579248800665,,0.5,0.5
disgust,0.1569813260313109,0.444663296,-1.344762771,-0.050282662,0.0,0,1.0,LOW,LOW,31.86037347937378,1.0,2.1801386937449485,,0.5,0.5
disgust,0.1634059932138895,0.8317582025096546,-1.497503049,-0.048830599,0.0,0,1.0,LOW,LOW,31.731880135722207,1.0,2.388630058985046,,0.5,0.5
disgust,0.1617501582435666,0.1387746852973657,-1.510512171,-0.054071686,0.0,0,1.0,LOW,LOW,31.76499683512867,1.0,1.924720313425045,,0.5,0.5
disgust,0.1614107878254379,0.1592719840203223,-1.203918771,-0.062137043,0.0,0,1.0,LOW,LOW,31.77178424349124,1.0,1.517441630945129,,0.5,0.5
disgust,0.1640355821473714,0.914093061,-3.052652499,-0.046691667,0.0,0,1.0,LOW,LOW,31.719288357052573,1.0,4.547346604335965,,0.5,0.5
disgust,0.1877731684328362,0.7416671588491425,-1.185462505,-0.091268205,0.0,0,1.0,LOW,LOW,31.244536631343276,1.0,2.0422007409614924,,0.5,0.5
disgust,0.1665239999087533,0.7098909605708559,-3.535149902,-0.026836343,0.0,0,1.0,LOW,LOW,31.66952000182493,1.0,4.618464597856938,,0.5,0.5
disgust,0.1733796934120164,1.295014617803146,-2.065039701,-0.066672113,0.0,0,1.0,LOW,LOW,31.53240613175967,1.0,3.4267264324868787,,0.5,0.5
surprised,0.2527162497923241,0.9307196335607792,0.6081561148929335,-0.123788082,0.0,0,1.0,LOW,LOW,29.94567500415352,1.0,1.775673331957052,,0.5,0.5
surprised,0.2981834368202505,-0.128971113,0.3090972574945853,-0.106779506,0.0,0,1.0,LOW,LOW,29.036331263594988,1.0,1.694082148073479,,0.5,0.5
surprised,0.2349920966563211,1.1416409071160634,-0.174776615,-0.118894297,0.0,0,1.0,LOW,LOW,30.30015806687358,1.0,2.054836016759164,,0.5,0.5
surprised,0.2862365800097176,0.3116717196123473,1.1755635026372238,-0.119741899,0.0,0,1.0,LOW,LOW,29.27526839980565,1.0,1.6178814925417724,,0.5,0.5
surprised,0.2754972635943207,0.2070020084000384,0.0206086439198392,-0.093962578,0.0,0,1.0,LOW,LOW,29.490054728113584,1.0,0.7949940493833132,,0.5,0.5
surprised,0.2830837304202656,0.437555955,0.039951882,-0.117946648,0.0,0,1.0,LOW,LOW,29.338325391594687,1.0,1.4324981199938505,,0.5,0.5
surprised,0.3204157605376778,1.0070302675873506,0.0265571130870599,-0.129515537,0.0,0,1.0,LOW,LOW,28.591684789246443,1.0,1.6883707210210073,,0.5,0.5
surprised,0.3084654278530264,0.3018383067378461,1.222205868544399,-0.114186402,0.0,0,1.0,LOW,LOW,28.83069144293947,1.0,1.75193167993593,,0.5,0.5
neutral,0.2901866335511575,1.096275820523508,0.7099898347996156,-0.091964743,0.0,0,1.0,LOW,LOW,29.19626732897685,1.0,1.898230397940032,,0.5,0.5
neutral,0.2742132685985669,1.2260548285952209,1.1445705626084044,-0.08792697,0.0,0,1.0,LOW,LOW,29.51573462802866,1.0,2.458552361248598,,0.5,0.5
neutral,0.29553835,1.1261190202443792,1.0214656651284133,-0.092334166,0.0,0,1.0,LOW,LOW,29.0892329977956,1.0,2.239918851624481,,0.5,0.5
neutral,0.3010415676198889,1.2563199939440708,1.258480134363304,-0.095437935,0.0,0,1.0,LOW,LOW,28.979168647602226,1.0,2.610238063393149,,0.5,0.5
calm,0.2182332733116112,1.3321389180798895,1.1320847159888143,-0.06199307,0.0,0,1.0,LOW,LOW,30.63533453376777,1.0,2.5262167045417887,,0.5,0.5
calm,0.2521031584617189,1.2468647072510128,1.2202548544654923,-0.073005617,0.0,0,1.0,LOW,LOW,29.957936830765625,1.0,2.540125178334512,,0.5,0.5
calm,0.2253945307217615,1.3067353603225158,0.7544247060904319,-0.050686933,0.0,0,1.0,LOW,LOW,30.49210938556477,1.0,2.174079193668974,,0.5,0.5
calm,0.2662869538091129,1.5086761560548885,0.4905152817283109,-0.059297805,0.0,0,1.0,LOW,LOW,29.67426092381774,1.0,2.2307956710724475,,0.5,0.5
calm,0.2620623655469059,1.3917648812895609,1.1897658311788335,-0.062937408,0.0,0,1.0,LOW,LOW,29.758752689061883,1.0,2.693102548333512,,0.5,0.5
calm,0.260278507141829,1.324741676962909,1.837523016761492,-0.075965157,0.0,0,1.0,LOW,LOW,29.794429857163426,1.0,3.238229851084266,,0.5,0.5
calm,0.2796086071002243,1.1538880643526952,0.733805248,-0.066561134,0.0,0,1.0,LOW,LOW,29.407827857995517,1.0,2.106182782174352,,0.5,0.5
calm,0.2710530883602096,1.1595765095926125,1.2305466331280464,-0.071944258,0.0,0,1.0,LOW,LOW,29.578938232795807,1.0,2.462067400748895,,0.5,0.5
happy,0.2383565320324672,1.6597120014792506,0.5473146427584872,-0.031498065,0.0,0,1.0,LOW,LOW,30.23286935935065,1.0,2.533327366323293,,0.5,0.5
happy,0.2324814987680821,1.5288803322803943,0.7025898260621252,-0.0381821,0.0,0,1.0,LOW,LOW,30.35037002463836,1.0,2.3816676287437484,,0.5,0.5
happy,0.2377122145605985,1.7099177423583962,0.2621842449310562,-0.025674057,0.0,0,1.0,LOW,LOW,30.245755708788028,1.0,2.368484199642782,,0.5,0.5
happy,0.2419512546032952,1.686886432035411,0.8074669431720253,-0.035773789,0.0,0,1.0,LOW,LOW,30.160974907934097,1.0,2.6074000320405437,,0.5,0.5
happy,0.2156086797174099,1.8681515915589275,0.9074598453547228,0.004781913,0.0,0,1.0,LOW,LOW,30.68782641,1.0,3.217330253756613,,0.5,0.5
happy,0.2145725783388875,1.773731863741019,0.5565917557228812,0.018447294,0.0,0,1.0,LOW,LOW,30.708548433222248,1.0,2.841000588971399,,0.5,0.5
happy,0.2315663885302105,1.872771505104488,0.4219256770354249,-0.000427421,0.0,0,1.0,LOW,LOW,30.36867222939579,1.0,2.692941527007114,,0.5,0.5
happy,0.2207266314508182,1.7689717484181875,1.1341289806182877,-0.001086027,0.0,0,1.0,LOW,LOW,30.58546737098364,1.0,2.9196328966790386,,0.5,0.5
sad,0.2926315665410413,1.6383767821153548,0.931888062,-0.101097367,0.0,0,1.0,MEDIUM,LOW,29.147368669179173,1.0,2.671362211156897,,0.5,0.5
sad,0.2973991199835673,1.9785009618235665,1.4069879985253513,-0.104602727,0.0,0,1.0,MEDIUM,LOW,29.052017600328654,1.0,3.490091687096015,,0.5,0.5
sad,0.3017662941784589,1.5797617572942564,0.95825466864841,-0.089147371,0.0,0,1.0,MEDIUM,LOW,28.96467411643082,1.0,2.6271637969786967,,0.5,0.5
sad,0.2842712577718434,1.445384518572481,0.6898393277505496,-0.0804954,0.0,0,1.0,MEDIUM,LOW,29.314574844563133,1.0,2.215719245959037,,0.5,0.5
sad,0.2865268228335591,1.183613072171416,0.7155588344698441,-0.089081458,0.0,0,1.0,MEDIUM,LOW,29.26946354332882,1.0,1.9882533642941096,,0.5,0.5
sad,0.2850252440086669,1.3481484431547075,0.3724143380230323,-0.084918857,0.0,0,1.0,MEDIUM,LOW,29.299495119826663,1.0,1.8258379125684407,,0.5,0.5
sad,0.2902558151169194,1.5802696734392137,0.7911188218746615,-0.076378592,0.0,0,1.0,MEDIUM,LOW,29.19488369766161,1.0,2.470112636720626,,0.5,0.5
sad,0.2817879024963893,1.5166155942542467,0.3386645537504188,-0.069701928,0.0,0,1.0,MEDIUM,LOW,29.364241950072213,1.0,2.029902940016445,,0.5,0.5
angry,0.2597901839090235,1.1399749287334475,0.7544013133316553,-0.100516254,0.0,0,1.0,MEDIUM,LOW,29.80419632181953,1.0,1.9948924958826144,,0.5,0.5
angry,0.2773418688010998,1.1837228091742071,0.9024011547091736,-0.105528924,0.0,0,1.0,MEDIUM,LOW,29.453162623978,1.0,2.1916528874296444,,0.5,0.5
angry,0.2593248275974631,1.2010045514155778,1.0834488581201032,-0.090970476,0.0,0,1.0,MEDIUM,LOW,29.81350344805074,1.0,2.375423885148909,,0.5,0.5
angry,0.2555626859064178,1.1973350604959252,1.111380782711271,-0.09403612,0.0,0,1.0,MEDIUM,LOW,29.888746281871644,1.0,2.402751963570886,,0.5,0.5
angry,0.2699225595046142,1.2501503902314526,1.4496959860367626,-0.095762381,0.0,0,1.0,MEDIUM,LOW,29.601548809907715,1.0,2.795608756914984,,0.5,0.5
angry,0.2709657821424192,1.3015083088498236,1.2928371251884077,-0.101019436,0.0,0,1.0,MEDIUM,LOW,29.58068435715162,1.0,2.695364869772296,,0.5,0.5
angry,0.2838179689457328,1.3520475732405377,1.1491811661780786,-0.094772606,0.0,0,1.0,MEDIUM,LOW,29.323640621085342,1.0,2.609647303987084,,0.5,0.5
angry,0.254923661,1.2483588500956049,1.0030568936419058,-0.107295876,0.0,0,1.0,MEDIUM,LOW,29.90152678139252,1.0,2.3587116200662828,,0.5,0.5
fearful,0.3118793688983093,1.3620049119716264,0.7975320802911529,-0.090338898,0.0,0,1.0,LOW,LOW,28.76241262203381,1.0,2.249875890620385,,0.5,0.5
fearful,0.311883833,1.4689850114738834,0.7040594157786124,-0.08073896,0.0,0,1.0,LOW,LOW,28.76232333325662,1.0,2.253783387,,0.5,0.5
fearful,0.3013662349133748,1.5154352375825553,0.2242702377876943,-0.076664575,0.0,0,1.0,LOW,LOW,28.972675301732504,1.0,1.9698518066998356,,0.5,0.5
fearful,0.3342196758775901,1.4431728743428005,0.7419081361787764,-0.095691666,0.0,0,1.0,LOW,LOW,28.3156064824482,1.0,2.280772676811122,,0.5,0.5
fearful,0.2883652727854522,1.4723233234192423,0.5381946766782583,-0.09027463,0.0,0,1.0,LOW,LOW,29.23269454429096,1.0,2.100792630201251,,0.5,0.5
fearful,0.3059660305177165,1.4870039525549723,0.369003429,-0.087641958,0.0,0,1.0,LOW,LOW,28.88067938964567,1.0,1.961346465137256,,0.5,0.5
fearful,0.3052080759079442,1.5707715314080066,0.3413948105364223,-0.078880704,0.0,0,1.0,LOW,LOW,28.89583848184112,1.0,2.06305962,,0.5,0.5
fearful,0.3039908770787746,1.636229559918324,0.6363275796843464,-0.085307991,0.0,0,1.0,LOW,LOW,28.920182458424502,1.0,2.35786513,,0.5,0.5
