file,emotion,pitch,energy,speech_rate,silence_ratio,voice_stability,spectral_centroid,zcr,energy_variance,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-01-01.wav,calm,274.3527,0.019613467,135.99917763157896,0.5079770881201255,0.14004809,3113.1554181854776,0.34710089714972525,0.010478995,-329.70862,68.82944,4.7289543,11.950599,5.6388817,5.834093,-4.8624907,-4.8628,-8.308452,-4.8761907,2.3179216,1.222751,0.59549415,-0.28150436,-0.22172385,-0.042252902,-0.01794292,-0.051812585,-0.014185261,0.039841663,0.061386697,0.07728063,0.07336766,0.015998714,0.0046905503,0.00303958,0.02166467,0.017427256,0.013247448,0.008533681,0.03609487,0.051336095,0.020467507,-0.007054798,0.0055992473,0.02086597,0.030601399,0.016138842,0.002049497,0.49778458,0.5520675,0.50463164,0.47701675,0.47272933,0.44262466,0.46608496,0.47446027,0.48974144,0.5681658,0.6819362,0.53782743,21.745925121008874,13.198613717354716,15.73875138966404,15.183141010493527,16.497383927579367,16.221776644088216,44.768299710363216,-0.07360657200465495,0.030650512239270872,-0.015435287629121622,-0.12130431391447218,0.019317849196277066,-0.0019666466738510083
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-02-01.wav,calm,274.20544,0.0129367,184.5703125,0.5504762767728709,0.11373961,3214.008347526351,0.3413114161849711,0.007814493,-346.1871,65.29337,-3.5145006,14.551637,6.7378383,2.9514792,-4.3670077,-8.268066,-9.742737,-3.7135782,3.7736468,-0.95878845,-0.26622257,0.024422001,0.03427232,0.033487905,0.032209273,0.030478781,0.02835256,0.025898883,0.023194788,0.02032292,0.01736822,0.014414331,0.011540402,0.008818047,0.02089105,0.02933963,0.028730052,0.027737403,0.026395489,0.024749406,0.022853747,0.0207699,0.01856354,0.016301757,0.01405017,0.011870287,0.009817115,0.49763992,0.58579206,0.5783519,0.5595618,0.5343676,0.5566024,0.5590821,0.56484365,0.52102625,0.51998717,0.53597856,0.46781957,20.70981200349702,12.26970482465506,14.95028493787723,15.256242503290743,15.884105675781461,16.49840901520734,44.58641634494851,-0.0343017453724175,0.03364019794166662,-0.07744914053191028,-0.07656617917798827,0.010038766216560743,0.006943109378654824
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,happy,274.26096,0.015004463,143.5546875,0.6135891370545108,0.1224927,3067.9116865122214,0.406826171875,0.009644068,-367.04245,63.116707,-4.3889437,12.588354,4.241159,-2.902261,-5.6718726,-6.6233625,-11.532383,-2.3804133,-1.2910128,-6.802653,1.1827935,0.003980713,0.005620168,0.005593052,0.005548312,0.0054862406,0.0054075243,0.005312743,0.0052028783,0.0050789514,0.004941864,0.004792932,0.0046332614,0.004464121,0.001949377,0.002755127,0.002746275,0.0027315775,0.0027112453,0.0026854705,0.0026545143,0.002618676,0.0025782997,0.0025337823,0.0024854913,0.0024338532,0.0023793078,0.60998416,0.6404249,0.5713336,0.5627242,0.5891393,0.5964922,0.5158348,0.5297948,0.543823,0.51957905,0.5324216,0.5996955,20.380853539803674,13.121355754098868,15.75893234215031,14.589387734363523,15.623727350174304,17.930442321818916,45.51861270390063,-0.020209376497567075,0.02120579718448925,-0.026133982354465034,-0.01569545934287249,0.016760505850443023,0.011309308367393352
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,happy,274.47742,0.0122532025,135.99917763157896,0.6073421592587268,0.11069418,2897.8822924845913,0.342646484375,0.007946673,-377.04944,62.999477,-5.8192096,15.460055,6.5266376,-1.5888861,-6.597417,-4.8063283,-13.677246,-1.3645008,0.1333669,-6.366865,3.4054475,-0.007161255,-0.010116424,-0.010078214,-0.010014992,-0.00992692,-0.009814402,-0.009678008,-0.009518414,-0.009336344,-0.009132691,-0.008908443,-0.008664621,-0.008402389,0.002116928,0.0029901504,0.002977654,0.0029570262,0.0029283077,0.0028916136,0.0028472075,0.0027952925,0.0027361743,0.0026701626,0.0025976181,0.0025189242,0.0024345145,0.60841805,0.61303854,0.5604459,0.581893,0.56589794,0.5605831,0.49984568,0.5119137,0.5035109,0.5101057,0.5798999,0.61645436,20.353470384032473,12.867799765070329,16.09165282066246,14.90050610305975,15.766092358516744,18.173024281752163,44.99085997225434,-0.030667734484978643,0.01144508189350932,0.017952938013088827,-0.020055816912403022,0.011948130342298635,0.01199292648894094
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,happy,268.7467,0.016331112,95.703125,0.610645227470893,0.12779324,3162.4389473053566,0.3734426062091503,0.010662802,-362.0734,62.20653,-2.343208,12.91607,1.8241278,-0.17071323,-5.66999,-7.286775,-13.776977,-3.3122003,2.3617573,-7.0014296,1.9307767,0.0005381466,0.00075949874,0.0007571905,0.00075324066,0.00074780534,0.00074081484,0.000732372,0.0007224239,0.0007110546,0.00069834513,0.0006842582,0.00066889345,0.0006523444,0.0004884932,0.00069044775,0.0006883347,0.0006847818,0.0006798358,0.0006734811,0.0006657862,0.00065675593,0.0006464626,0.00063485256,0.0006220575,0.0006081061,0.00059304986,0.54838336,0.56792307,0.55904746,0.4893181,0.4524739,0.45863423,0.4828745,0.5719717,0.5732292,0.560216,0.6134478,0.56288236,19.76701949240781,13.092919074001797,15.798042850105679,15.330183289370568,16.246888106327557,17.238504870220524,44.71140943712739,-0.07528498261427108,0.04048386658832202,0.05176883418526884,-0.0865286817908094,0.018457555680336742,0.007135513920741865
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,happy,275.28668,0.018655373,172.265625,0.571222158276905,0.13658467,3184.6927646204317,0.4009307861328125,0.011260417,-345.33432,57.02253,0.4184397,18.289316,2.6309874,0.41835555,-2.5292726,-6.284705,-13.434198,-3.6181443,0.6169866,-4.589427,2.5763226,-0.09849338,0.0045434954,-0.12623522,-0.015364265,-0.094052576,-0.042892635,-0.0587626,-0.062244833,-0.034571014,-0.06464948,-0.025588369,-0.05266452,-0.025888924,0.028559852,-0.05261317,0.03256772,-0.03794297,0.013725189,-0.016961014,-0.005624607,-0.00040001274,-0.016411018,0.005765915,-0.016500086,0.0031388998,-0.010451704,0.54115045,0.55656254,0.56352544,0.5411669,0.4468453,0.45630556,0.44686523,0.47839013,0.53097165,0.5159117,0.58239466,0.6303738,21.525153361108785,12.935548274814597,15.91056039787993,15.163830778132256,16.373661213161718,18.017438949281747,45.06150821931977,-0.06530566853572457,0.017630412409384524,-0.007402965892106606,-0.07811295568826641,0.022903999243541386,-0.004122147835732787
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,happy,274.25757,0.007619401,123.046875,0.6247791328415564,0.08728918,3169.5117427655628,0.3638739435927673,0.0049762004,-393.2469,49.15078,-5.9865155,5.608567,-1.271636,-1.2067622,-12.03728,-8.814259,-11.101426,-8.968306,-0.68171066,-7.0525794,-1.9013772,1.5354756e-06,4.798361e-08,0.0,2.3991806e-08,0.0,2.3991806e-08,-8.996928e-09,5.9979515e-09,-5.9979515e-09,0.0,2.9989757e-09,1.1995903e-08,-1.1995903e-08,1.0196518e-07,5.9979515e-09,5.9979515e-09,-1.7993855e-08,1.1995903e-08,-5.9979515e-09,-1.0496415e-08,-7.4974393e-10,5.9979515e-09,0.0,2.9989757e-09,-8.996928e-09,-5.9979515e-09,0.44090036,0.5209117,0.56346196,0.4754727,0.5142126,0.5434916,0.5433812,0.5131038,0.43104962,0.41700664,0.52199936,0.48820117,20.147440835885554,13.791156159313635,16.17438265177234,15.967520505728855,16.93274492874862,16.6131527738531,45.11715571809639,-0.04452198154096409,0.04490733971491178,0.0710867705913082,-0.07769360971115805,0.008752220769999628,0.008951387335927152
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,happy,274.47015,0.007582135,112.34714673913044,0.6170708897063408,0.08707546,2615.5578719459895,0.2620297571656051,0.0051220316,-383.47302,54.875935,-11.518559,5.495306,2.41587,-1.8642924,-11.11178,-7.59675,-14.508148,-7.4336452,3.2631514,-7.8864737,-1.6498963,0.008734053,0.006835986,-0.0025274677,-0.0047888057,-0.00058811944,0.00088456634,-0.002980384,-0.005203466,-0.0015328097,0.0028728922,0.0023541907,-0.00045513044,0.00020062999,0.004794139,0.0046448433,0.00041230014,-0.0024154808,-0.0031998598,-0.0033280044,-0.0030358674,-0.0017873497,-0.00056863285,-0.00072908856,-0.001141123,0.00033147776,0.002789388,0.43268657,0.5040695,0.45587954,0.44023824,0.49942887,0.5637111,0.52320725,0.5630479,0.5645581,0.46252117,0.4368518,0.39663136,20.427375389605903,13.60670267740701,16.10020037466563,16.56202726310223,17.157293909074117,17.79662510148161,45.08686266604874,-0.02813123546776562,0.024138186941610525,-0.011199833341032417,0.031949211528915764,0.018826660763224052,0.019357492096364795
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,happy,274.32254,0.019151473,184.5703125,0.5534630314339357,0.13838884,2993.6174176167683,0.29262120863970587,0.011636108,-314.56503,48.02012,-10.221419,7.8318186,-0.17214894,-2.1730673,-10.422513,-9.233612,-17.878965,-4.913381,0.0017014447,-9.143921,0.11875628,-0.0036077162,-0.0036755675,-0.0014513998,-0.0016188229,-0.0038943514,-0.004964088,-0.0032833323,-0.0012583621,-0.001722908,-0.003887819,-0.004569996,-0.0027854582,-0.00105811,0.002410193,0.0021646724,0.00023219164,0.00039214105,0.0023816586,0.003302204,0.0018290071,8.72612e-05,0.00053282344,0.002432504,0.0030025118,0.001435594,-2.7019838e-05,0.4198993,0.43354228,0.41375777,0.45425528,0.49156436,0.5584874,0.48997065,0.52523816,0.5236762,0.4490142,0.4654359,0.44057214,22.962370835716754,14.693203941344628,17.129680572512278,16.37081531634328,16.93250480543605,18.3534250466807,45.57647970346214,-0.042162798071766906,0.04443708699449068,0.0035177429672324768,-0.03796516177244543,0.008626061903475216,-0.0024142609984503256
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,happy,268.88315,0.013127861,95.703125,0.5605008235714204,0.114576876,3185.799082340081,0.3424661075367647,0.007937866,-347.60638,49.672794,-8.996246,6.914048,-1.1240022,-3.3295467,-9.793235,-9.628174,-17.208342,-7.140059,-1.7678517,-7.01247,-0.28077137,-0.0003148696,-0.00057206996,-0.0007369322,-0.00067317067,-0.00053056265,-0.00061575946,-0.0008386051,-0.00083528407,-0.00058984756,-0.00048896566,-0.0006773668,-0.0007917685,-0.00056004804,-0.00018800847,-0.00013247097,5.9941234e-05,3.0710067e-05,-0.00011736926,-7.9665464e-05,0.00013381173,0.00020534011,2.8991699e-05,-0.000117524934,-3.0962157e-05,8.977722e-05,-1.3719411e-05,0.49577978,0.47993115,0.48439276,0.4888793,0.54449034,0.52605045,0.49846107,0.55060977,0.520712,0.4412793,0.4764542,0.5088471,23.44076331005942,14.217795321286346,17.315129784381252,16.200351446987973,16.28702461277761,17.923622573205193,45.03378188927249,-0.03832850341985708,0.031962027092434425,-0.0038837728227548948,-0.025804313589983655,-0.002125430747039316,-0.005213085791397337
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,sad,268.99533,0.006647308,107.666015625,0.6271599101761021,0.081531025,3160.396105886952,0.3091496846762048,0.00441052,-377.81216,60.804207,-1.9560473,14.204766,6.8270884,-2.8811657,-2.4629226,-8.663905,-11.039645,-4.4540396,-4.2584867,-1.6950514,-0.85821444,3.6768165e-07,0.0,2.2980103e-08,0.0,-2.2980103e-08,-1.1490052e-08,1.1490052e-08,0.0,-5.745026e-09,-1.1490052e-08,-1.1490052e-08,-2.872513e-09,-1.4362564e-09,5.9173766e-07,-2.872513e-08,1.1490052e-08,-2.872513e-09,0.0,-1.7235077e-08,-5.745026e-09,0.0,-1.1490052e-08,1.1490052e-08,0.0,1.1490052e-08,-5.745026e-09,0.6322497,0.66306335,0.60469025,0.56247276,0.5242857,0.42837548,0.40833366,0.46856308,0.5189846,0.53198713,0.58510256,0.6184989,19.182692081890707,11.665840422925362,14.089269747847807,13.646264383884645,15.066369379079848,16.994704272414502,43.93211755746353,-0.028755912977245123,0.0440589610111041,0.03677752254396107,-0.003951900178589423,0.0013664907580210309,0.021670998904450168
