file,emotion,pitch,energy,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,sad,270.1127,0.018025352,-348.15076,50.817352,-4.1009364,13.333532,2.3143547,-3.1249645,-6.993569,-8.87111,-15.973221,-3.851796,-1.3603264,-6.091596,0.43329018
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,angry,274.8564,0.007046032,-377.20108,42.51581,-6.0192423,12.6451235,-1.4078625,-2.7939103,-4.3140874,-1.4580281,-12.457061,-4.777245,-0.8577968,-4.7668257,-0.71025354
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,angry,274.1721,0.01374046,-329.25516,40.100624,-5.406286,8.086062,-3.384434,-3.6563709,-7.031596,-8.578679,-13.111328,-6.569745,-4.498286,-6.6619687,-3.4727755
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,angry,274.473,0.01249659,-351.87457,45.415054,-1.5627903,11.880343,-0.43858063,-1.7890221,-5.2602396,-6.6141486,-13.4450865,-4.1252,-3.6815126,-4.4055023,-1.0022504
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,angry,274.89575,0.01079667,-361.63028,44.267376,-2.8641322,8.589871,0.015042323,-3.4850914,-4.3523192,-6.5773487,-15.150322,-4.9910283,-2.5813372,-5.787801,0.2829593
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,angry,274.8132,0.011906275,-328.7798,29.868893,-20.021608,0.8248055,-11.387679,-4.3352494,-12.862408,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078963
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,angry,273.73584,0.009460496,-309.8345,22.302996,-18.730824,3.21249,-10.238883,-5.397993,-12.250566,-7.9842362,-16.876492,-9.074471,-4.7981224,-8.329525,-4.87846
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,angry,269.22626,0.009161205,-349.0334,29.97331,-15.743986,4.87853,-6.717307,-3.917072,-11.36485,-9.566884,-16.95793,-6.6101475,-4.1125803,-8.695933,-3.1835449
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,angry,274.64658,0.022767039,-302.83163,22.274927,-20.23263,-3.011253,-10.557668,-6.5886765,-16.995611,-11.742131,-16.091635,-9.435908,-2.4795754,-8.391646,-6.020057
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,fearful,274.2837,0.008825475,-376.1974,57.990917,2.2590263,14.34332,8.5182,-2.423009,-4.1882496,-8.528271,-12.255306,-1.4047108,-2.2603836,0.50454,3.6462831
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,fearful,274.90707,0.025023257,-324.7025,55.155262,-6.0278044,9.1299,4.394857,-4.0410967,-8.073683,-12.255183,-16.346153,-4.0777416,-3.4491825,-6.1606865,-0.26365155
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,fearful,274.61514,0.016322823,-352.7792,61.635406,7.4148293,18.840992,10.033154,3.9887211,-1.035189,-5.5802436,-8.488829,0.32115093,0.07606127,0.36447462,2.7944245
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,fearful,274.70398,0.015229751,-347.5783,60.417797,-3.3307755,15.390851,6.7717657,-0.058079194,-3.9153342,-10.592282,-10.528063,-0.6648734,-0.90128076,-1.2349012,0.2894175
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,fearful,274.33545,0.009002659,-329.44537,52.212185,-12.541273,5.1477275,1.7914929,5.8628416,-5.5974436,-12.138769,-14.728991,-1.9501581,2.1356723,-3.671966,-0.5904328
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,fearful,274.00156,0.0061794496,-338.00296,42.662426,-17.537214,-3.2199833,1.9150134,-0.23162141,-11.389852,-15.012191,-17.222418,-7.2708755,-4.490682,-9.206505,-6.413215
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,fearful,273.97067,0.011726632,-315.8968,39.190083,-15.472043,-0.95042986,-5.7813573,-1.2099698,-10.114829,-18.269136,-17.822474,-9.48116,-3.801051,-7.8962812,-7.8260255
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,fearful,269.59064,0.0077702557,-356.0517,45.139057,-15.43668,-1.130169,-0.7227588,1.9657453,-13.529376,-15.487785,-17.104063,-9.546004,2.3383803,-7.459708,-7.3646116
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-01-01.wav,disgust,274.06848,0.016850313,-315.28085,63.878662,-3.163664,11.068918,3.898928,0.4962616,-7.210091,-7.302176,-13.785376,-4.531086,-0.68246734,-7.298968,-1.648921
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-02-01.wav,disgust,274.87457,0.009383778,-339.7347,52.807495,0.2726887,4.734688,3.4398108,-0.4275929,-9.445805,-6.7852263,-13.305903,-4.8954325,-0.5622915,-6.350318,-3.3224094
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-01-01.wav,disgust,269.22247,0.015251996,-340.518,71.2468,1.9786973,12.600777,1.8061317,3.438274,-4.8249874,-12.123671,-8.4513235,-2.0306575,-2.5171843,-3.0232685,-0.9917722
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-02-01.wav,disgust,274.64822,0.016014874,-349.25668,54.79244,-0.90166724,10.5557,-0.16137603,3.6259093,-5.391744,-10.095323,-7.4466405,-1.4052049,0.10079641,-3.9632692,-0.5047301
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-01-01.wav,disgust,274.94125,0.010492777,-332.74744,43.945282,-6.9385085,-5.6906595,-9.426028,-1.9371548,-11.578998,-17.378063,-13.903124,-6.911769,-3.5516472,-4.372269,-7.017699
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-02-01.wav,disgust,275.32764,0.014870993,-317.01898,35.171394,-9.034344,1.8999579,-8.664879,-6.350328,-18.34103,-15.881719,-9.58409,-5.861492,-4.5087132,-5.8916154,-6.898971
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-01-01.wav,disgust,274.73508,0.011430677,-351.219,43.312252,9.500734,-0.6278448,-7.164326,0.42984334,-12.050826,-15.976675,-5.4605,-8.713773,-8.803647,-2.977452,-7.6639447
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,disgust,274.69962,0.011291129,-333.24228,42.180492,-0.95753026,-0.44900584,-4.0120096,-1.8501686,-13.47077,-15.385601,-8.406135,-5.512526,-6.51612,-6.038744,-7.1585274
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,surprised,274.80905,0.0076673315,-393.9641,52.980663,-0.44145483,8.232827,4.511838,-2.5249937,-6.0312376,-6.618407,-9.726554,-5.8924103,-0.2597241,-5.319383,-0.8095203
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,surprised,274.3535,0.008832528,-409.23303,52.923653,-3.5020812,10.541915,6.7804637,-2.0829628,-6.373838,-6.026372,-9.960136,-1.5530096,-1.1180855,-5.8361497,-0.47120798
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,surprised,274.179,0.00709716,-400.6078,56.338783,-0.10038877,12.948809,3.4572418,-1.0980022,-3.9645505,-7.314169,-11.041139,-2.5731149,-0.8059699,-3.7987452,-1.9456604
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,surprised,274.82495,0.010186779,-401.9012,49.284126,-1.8099357,8.19951,-0.46806997,-3.9114852,-4.3231125,-7.212905,-9.47664,-5.454694,-0.9426421,-6.5836415,-0.95098424
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,surprised,274.67572,0.011313233,-392.7402,51.048885,-5.4272103,8.577296,4.108054,-2.6509144,-8.000926,-6.305148,-11.018699,-4.7179575,0.42527115,-7.8209214,0.115804784
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,surprised,269.10742,0.0124927685,-366.5199,41.932564,-5.21146,7.312741,0.069644235,-3.3563771,-6.6405888,-7.5790653,-11.458306,-6.6911645,-1.2373774,-6.6593413,-1.9200149
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,surprised,274.39316,0.010105292,-378.02823,45.14187,-4.394385,7.735555,0.5503251,-4.1456,-6.7481837,-9.417959,-14.750463,-2.5515637,-2.767845,-5.6659083,-0.9816043
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,surprised,268.76996,0.019180153,-362.3326,46.84191,-5.5694275,6.1290345,-0.57483757,-0.7007691,-8.623765,-9.702098,-11.321595,-5.2469916,-1.4207605,-5.737756,-1.8040382
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,neutral,275.8055,0.0071240915,-398.0053,54.47731,-9.090126,8.411755,-4.3875346,-3.7657058,-5.362751,-8.610381,-3.9715514,-0.89597356,-4.721406,-1.9953872,-5.0567303
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,neutral,270.504,0.009430885,-374.7501,49.11971,-10.80037,11.480022,-5.8222346,-3.0823712,-5.29197,-7.318948,-2.7898755,-1.9523807,-3.2981868,-2.3206334,-5.506025
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,neutral,274.72433,0.0076027457,-404.67706,51.31145,-10.439537,4.76582,-4.8091674,-3.219577,-5.7218094,-9.393639,-5.245095,-1.987433,-5.037799,-2.8686624,-6.420317
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,neutral,275.26633,0.0089143,-401.26343,46.49924,-9.892576,4.8966966,-6.4146485,-5.070762,-6.2804704,-10.606287,-6.0774636,-3.2331316,-5.660991,-3.2739613,-8.5222
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,calm,274.98996,0.007348876,-396.14236,52.128677,-3.583638,11.846415,-4.697628,-1.7755141,-3.4381075,-7.5618987,-3.0021994,-2.1637712,-3.221826,-4.2773848,-4.551406
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,calm,269.07355,0.013862942,-359.81006,47.966007,-8.495085,8.638966,-5.6636844,-2.8697913,-4.6740603,-9.24625,-3.0736196,-3.4952075,-3.970272,-7.195894,-5.5081573
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,calm,269.58987,0.00913125,-387.24612,45.869495,-5.4771895,4.314229,-4.4623184,-3.557982,-6.703658,-8.853257,-6.026567,-2.5972846,-6.3146353,-4.853385,-7.071023
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,calm,274.07266,0.008467608,-380.5109,48.736828,-11.061044,1.3402742,-6.3219647,-5.146925,-7.923725,-11.958522,-6.557234,-4.027462,-7.2229705,-6.0610905,-9.744024
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,calm,275.36856,0.0096934065,-348.3585,43.547195,-5.838417,7.798074,-6.138196,-5.017681,-4.0650134,-7.9815655,-6.299098,-2.2558687,-4.6757936,-6.6697474,-5.134911
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,calm,274.89914,0.007295927,-381.19006,46.224503,-8.825291,7.3819704,-7.8286033,-2.755002,-5.1400166,-9.549978,-4.8942914,-3.7259574,-2.7659788,-7.619688,-5.9758
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,calm,269.98053,0.0093516605,-373.06805,41.243298,-6.728539,0.9630489,-7.4115562,-2.5402007,-8.835062,-11.491201,-8.204977,-2.871476,-7.191459,-8.530298,-8.152105
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,calm,274.94653,0.015409211,-345.25952,47.333282,-4.962772,3.161155,-6.3184104,-1.822361,-7.844558,-10.28582,-6.4047756,-1.3007374,-6.015565,-8.7457285,-8.5443325
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,happy,275.62915,0.0052385437,-412.6071,43.18487,-21.30186,8.527552,-6.874347,-6.161053,-4.6324816,-12.898247,-4.476371,-3.367257,-5.523036,-2.7173173,-8.498699
