emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,timestamp
neutral,0.87,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.87,STABLE,1,7.72,CENTER,1.0,0,"{'yaw': 4.5, 'pitch': 7.28, 'roll': -0.04}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.2,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.9}",Stable emotional condition,2026-07-05 18:42:20
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.94,STABLE,1,8.52,CENTER,1.0,0,"{'yaw': 4.26, 'pitch': 7.0, 'roll': -0.04}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.6,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.3}",Stable emotional condition,2026-07-05 18:42:20
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.99,STABLE,1,9.02,CENTER,1.0,0,"{'yaw': 3.73, 'pitch': 6.36, 'roll': -0.02}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.8,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.5}",Stable emotional condition,2026-07-05 18:42:21
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,1.0,STABLE,1,9.3,CENTER,1.0,0,"{'yaw': 3.69, 'pitch': 6.46, 'roll': -0.04}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,8.0,4.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.7}",Stable emotional condition,2026-07-05 18:42:21
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.97,STABLE,1,9.33,CENTER,1.0,0,"{'yaw': 3.04, 'pitch': 7.75, 'roll': -0.05}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,8.0,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.7}",Stable emotional condition,2026-07-05 18:42:21
neutral,0.93,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.93,STABLE,1,9.31,CENTER,1.0,0,"{'yaw': 2.82, 'pitch': 7.6, 'roll': -0.06}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,8.0,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.7}",Stable emotional condition,2026-07-05 18:42:22
neutral,0.91,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.91,STABLE,1,9.23,CENTER,1.0,0,"{'yaw': 2.69, 'pitch': 8.25, 'roll': -0.03}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.9,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.6}",Stable emotional condition,2026-07-05 18:42:22
neutral,0.78,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.78,STABLE,1,9.14,CENTER,1.0,0,"{'yaw': 2.26, 'pitch': 7.72, 'roll': -0.04}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.9,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.6}",Stable emotional condition,2026-07-05 18:42:22
neutral,0.91,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.91,STABLE,1,8.95,CENTER,1.0,0,"{'yaw': 0.09, 'pitch': 8.48, 'roll': -0.1}",neutral,0.0,LOW,0.0,0.0,,LOW,0.0,7.8,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.5}",Stable emotional condition,2026-07-05 18:42:23
neutral,0.9,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.63,STABLE,1,8.73,CENTER,1.0,0,"{'yaw': -2.06, 'pitch': 8.97, 'roll': -0.14}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.7,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.4}",Stable emotional condition,2026-07-05 18:42:32
neutral,0.88,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.616,STABLE,1,8.52,CENTER,1.0,0,"{'yaw': -1.96, 'pitch': 9.91, 'roll': -0.14}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.6,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.3}",Stable emotional condition,2026-07-05 18:42:33
neutral,0.91,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.637,STABLE,1,8.34,CENTER,1.0,0,"{'yaw': -1.32, 'pitch': 9.16, 'roll': -0.12}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.5,4.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.2}",Stable emotional condition,2026-07-05 18:42:33
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.679,STABLE,1,8.17,CENTER,1.0,0,"{'yaw': -1.32, 'pitch': 8.91, 'roll': -0.12}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.4,4.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.1}",Stable emotional condition,2026-07-05 18:42:33
neutral,0.95,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.665,STABLE,2,8.0,CENTER,1.0,0,"{'yaw': -2.92, 'pitch': 10.39, 'roll': -0.17}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.7,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 4.0}",Stable emotional condition,2026-07-05 18:42:34
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.686,STABLE,2,7.87,CENTER,1.0,0,"{'yaw': -1.66, 'pitch': 12.46, 'roll': -0.15}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.6,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.9}",Stable emotional condition,2026-07-05 18:42:34
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.77,0.693,STABLE,2,7.75,CENTER,1.0,0,"{'yaw': -3.11, 'pitch': 12.48, 'roll': -0.18}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.5,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.9}",Stable emotional condition,2026-07-05 18:42:34
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.693,STABLE,2,7.63,CENTER,1.0,0,"{'yaw': -3.9, 'pitch': 10.4, 'roll': -0.18}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.5,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.8}",Stable emotional condition,2026-07-05 18:42:35
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.644,STABLE,2,7.5,CENTER,1.0,0,"{'yaw': -3.06, 'pitch': 9.67, 'roll': -0.16}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.4,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.8}",Stable emotional condition,2026-07-05 18:42:35
neutral,0.82,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.574,STABLE,2,7.37,CENTER,1.0,0,"{'yaw': -1.52, 'pitch': 10.97, 'roll': -0.16}",fear,0.22666666666666666,medium,0.47,0.0082,False,LOW,0.0,7.4,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.7}",Stable emotional condition,2026-07-05 18:42:35
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.693,STABLE,2,7.25,CENTER,1.0,0,"{'yaw': -0.96, 'pitch': 10.42, 'roll': -0.13}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,7.3,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.6}",Stable emotional condition,2026-07-05 18:42:36
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.693,STABLE,2,6.77,CENTER,1.0,0,"{'yaw': -1.67, 'pitch': 10.48, 'roll': -0.12}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,7.1,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.4}",Stable emotional condition,2026-07-05 18:42:36
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.693,STABLE,2,6.41,CENTER,1.0,0,"{'yaw': -1.17, 'pitch': 9.79, 'roll': -0.12}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.9,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.2}",Stable emotional condition,2026-07-05 18:42:37
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.693,STABLE,2,5.96,CENTER,1.0,0,"{'yaw': -1.3, 'pitch': 10.08, 'roll': -0.12}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.6,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 3.0}",Stable emotional condition,2026-07-05 18:42:37
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.693,STABLE,2,5.42,CENTER,1.0,0,"{'yaw': -1.76, 'pitch': 10.19, 'roll': -0.12}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.4,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,2026-07-05 18:42:37
neutral,0.93,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.651,STABLE,3,4.77,CENTER,1.0,0,"{'yaw': -2.01, 'pitch': 9.29, 'roll': -0.13}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.4,2.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,2026-07-05 18:42:37
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.679,STABLE,3,4.29,CENTER,1.0,0,"{'yaw': -2.92, 'pitch': 10.38, 'roll': -0.14}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.1,2.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:38
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.686,STABLE,3,4.13,CENTER,1.0,0,"{'yaw': -2.96, 'pitch': 10.59, 'roll': -0.13}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.1,2.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:38
neutral,0.96,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.672,STABLE,3,4.13,CENTER,1.0,0,"{'yaw': -2.92, 'pitch': 10.13, 'roll': -0.15}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.1,2.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:38
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.658,STABLE,3,4.16,CENTER,1.0,0,"{'yaw': -2.66, 'pitch': 11.37, 'roll': -0.15}",fear,0.5733333333333334,medium,0.3567,0.0441,False,LOW,0.0,6.1,2.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:39
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.644,STABLE,3,4.25,CENTER,1.0,0,"{'yaw': -2.16, 'pitch': 12.31, 'roll': -0.16}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,6.1,2.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:39
neutral,0.86,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.602,STABLE,3,4.1,CENTER,1.0,0,"{'yaw': -1.58, 'pitch': 12.5, 'roll': -0.16}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,6.0,2.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-05 18:42:40
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.644,STABLE,3,3.88,CENTER,1.0,0,"{'yaw': -2.36, 'pitch': 11.88, 'roll': -0.16}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.9,2.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,2026-07-05 18:42:40
neutral,0.73,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.511,STABLE,3,3.59,CENTER,1.0,0,"{'yaw': -1.66, 'pitch': 11.66, 'roll': -0.17}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.8,1.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-05 18:42:40
neutral,0.86,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.602,STABLE,3,3.24,CENTER,1.0,0,"{'yaw': -2.1, 'pitch': 9.27, 'roll': -0.17}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.6,1.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-05 18:42:40
neutral,0.78,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.71,0.546,STABLE,3,3.0,CENTER,1.0,0,"{'yaw': -0.16, 'pitch': 9.17, 'roll': -0.14}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.5,1.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-05 18:42:41
neutral,0.59,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.81,0.413,STABLE,3,2.8,CENTER,1.0,0,"{'yaw': 1.17, 'pitch': 9.24, 'roll': -0.09}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.4,1.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-05 18:42:41
neutral,0.73,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.511,STABLE,3,2.64,CENTER,1.0,0,"{'yaw': 1.36, 'pitch': 9.18, 'roll': -0.12}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,5.3,1.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,2026-07-05 18:42:41
neutral,0.38,neutral,fear,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.371,STABLE,3,2.95,CENTER,1.0,0,"{'yaw': 4.77, 'pitch': 7.29, 'roll': -0.08}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,17.5,1.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-05 18:42:42
sad,0.61,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.427,FLUCTUATING,3,3.37,CENTER,1.0,0,"{'yaw': 5.36, 'pitch': 7.91, 'roll': -0.1}",fear,0.53,medium,0.3933,0.05,False,LOW,0.0,17.7,2.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-05 18:42:42
angry,0.41,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.657,FLUCTUATING,4,3.79,CENTER,1.0,0,"{'yaw': 5.03, 'pitch': 6.8, 'roll': -0.11}",angry,0.7033333333333334,medium,0.4233,0.0607,True,LOW,0.0,18.2,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Negative emotional state,2026-07-05 18:42:43
sad,0.95,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.665,FLUCTUATING,4,4.09,CENTER,1.0,0,"{'yaw': 4.56, 'pitch': 7.11, 'roll': -0.11}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,18.4,3.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,2026-07-05 18:42:43
sad,0.72,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.504,FLUCTUATING,4,4.35,CENTER,1.0,0,"{'yaw': 5.18, 'pitch': 8.09, 'roll': -0.08}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,18.5,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,2026-07-05 18:42:43
sad,0.87,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.609,FLUCTUATING,4,4.55,CENTER,1.0,0,"{'yaw': 5.19, 'pitch': 8.71, 'roll': -0.1}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,18.6,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,2026-07-05 18:42:44
sad,0.65,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.492,FLUCTUATING,4,4.69,CENTER,1.0,0,"{'yaw': 5.0, 'pitch': 8.58, 'roll': -0.11}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,18.7,4.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Negative emotional state,2026-07-05 18:42:44
sad,0.91,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.637,FLUCTUATING,4,4.77,CENTER,1.0,0,"{'yaw': 5.4, 'pitch': 8.78, 'roll': -0.12}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,18.7,4.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,2026-07-05 18:42:44
sad,0.85,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.595,FLUCTUATING,5,4.84,CENTER,1.0,0,"{'yaw': 5.83, 'pitch': 7.74, 'roll': -0.13}",angry,0.7033333333333334,medium,0.4233,0.0607,False,LOW,0.0,19.1,5.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,2026-07-05 18:42:44
angry,0.58,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.742,FLUCTUATING,5,4.88,CENTER,1.0,0,"{'yaw': 5.47, 'pitch': 8.31, 'roll': -0.13}",angry,0.7033333333333334,medium,0.4233,0.0607,True,LOW,0.0,19.1,5.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Negative emotional state,2026-07-05 18:42:45
