emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,fused_emotion,timestamp
happy,happy,LOW,Stable emotional condition,0.82,0.167,1,0.244,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.28,13.2,LOW,LOW,11.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.5, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,"{'visual': 0.57, 'audio': 0.43}",False,happy,2026-07-08 21:55:34
happy,happy,LOW,Stable emotional condition,0.82,0.143,1,0.241,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.282,13.2,LOW,LOW,13.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.4, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,"{'visual': 0.532, 'audio': 0.468}",False,happy,2026-07-08 21:55:35
happy,happy,LOW,Stable emotional condition,0.82,0.145,1,0.243,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.281,13.2,LOW,LOW,14.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.2, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,"{'visual': 0.534, 'audio': 0.466}",False,happy,2026-07-08 21:55:35
neutral,neutral,LOW,Stable emotional condition,0.82,0.127,1,0.249,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.278,16.2,LOW,LOW,16.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.3, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,"{'visual': 0.502, 'audio': 0.498}",False,neutral,2026-07-08 21:55:35
neutral,neutral,LOW,Negative emotional state,0.82,0.126,1,0.24,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.282,28.2,LOW,LOW,17.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.2, 'eye_avoidance': 0.0, 'head_movement': 0.4}",FLUCTUATING,"{'visual': 0.493, 'audio': 0.507}",False,fear,2026-07-08 21:55:36
neutral,neutral,LOW,Stable emotional condition,0.82,0.139,1,0.239,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.283,16.3,LOW,LOW,18.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.524, 'audio': 0.476}",False,neutral,2026-07-08 21:55:36
neutral,neutral,LOW,Stable emotional condition,0.82,0.14,1,0.241,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.282,16.3,LOW,LOW,18.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 0.4}",FLUCTUATING,"{'visual': 0.526, 'audio': 0.474}",False,neutral,2026-07-08 21:55:36
happy,happy,LOW,Negative emotional state,0.89,0.126,1,0.236,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.284,28.4,LOW,LOW,19.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.456, 'audio': 0.544}",False,fear,2026-07-08 21:55:37
happy,happy,LOW,Negative emotional state,0.91,0.126,1,0.239,fear,0.21666666666666667,MEDIUM,0.3733,0.1209,0.833,0.0,0.4573,2.3504,0.5427,0.222,False,LOW,0.283,28.3,LOW,LOW,19.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.459, 'audio': 0.541}",False,fear,2026-07-08 21:55:37
happy,happy,LOW,Negative emotional state,0.82,0.131,1,0.241,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.272,28.3,LOW,LOW,19.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.419, 'audio': 0.581}",False,angry,2026-07-08 21:55:38
happy,happy,LOW,Negative emotional state,0.82,0.131,1,0.241,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.272,28.3,LOW,LOW,19.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.5, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.419, 'audio': 0.581}",False,angry,2026-07-08 21:55:38
happy,happy,LOW,Stable emotional condition,0.82,0.148,1,0.238,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.273,13.3,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.531, 'audio': 0.469}",False,happy,2026-07-08 21:55:39
happy,happy,LOW,Stable emotional condition,0.82,0.15,1,0.24,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.272,13.3,LOW,LOW,20.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.8, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.533, 'audio': 0.467}",False,happy,2026-07-08 21:55:39
happy,happy,LOW,Stable emotional condition,0.82,0.156,1,0.239,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.273,13.3,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.6, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.543, 'audio': 0.457}",False,happy,2026-07-08 21:55:40
happy,happy,LOW,Stable emotional condition,0.82,0.156,1,0.24,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.272,13.3,LOW,LOW,20.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.544, 'audio': 0.456}",False,happy,2026-07-08 21:55:40
happy,happy,LOW,Stable emotional condition,0.82,0.161,1,0.237,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.274,13.3,LOW,LOW,19.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.551, 'audio': 0.449}",False,happy,2026-07-08 21:55:40
happy,happy,LOW,Stable emotional condition,0.82,0.162,1,0.239,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.273,13.4,LOW,LOW,19.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.554, 'audio': 0.446}",False,happy,2026-07-08 21:55:40
happy,happy,LOW,Negative emotional state,0.82,0.131,1,0.238,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.273,28.3,LOW,LOW,19.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.449, 'audio': 0.551}",False,angry,2026-07-08 21:55:41
happy,happy,LOW,Negative emotional state,0.82,0.131,1,0.24,angry,0.23666666666666666,MEDIUM,0.3633,0.0943,0.79,0.0,0.4322,1.6788,0.5678,0.3218,False,LOW,0.272,28.3,LOW,LOW,19.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.3, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.451, 'audio': 0.549}",False,angry,2026-07-08 21:55:41
neutral,neutral,LOW,Stable emotional condition,0.82,0.144,1,0.242,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.259,16.3,LOW,LOW,20.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.503, 'audio': 0.497}",False,neutral,2026-07-08 21:55:42
neutral,neutral,LOW,Negative emotional state,0.82,0.142,1,0.237,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.261,28.3,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.498, 'audio': 0.502}",False,angry,2026-07-08 21:55:42
neutral,neutral,LOW,Negative emotional state,0.82,0.142,1,0.237,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.261,28.3,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.364, 'audio': 0.636}",False,angry,2026-07-08 21:55:43
neutral,neutral,LOW,Negative emotional state,0.82,0.142,1,0.244,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.258,28.3,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.371, 'audio': 0.629}",False,angry,2026-07-08 21:55:43
happy,happy,LOW,Stable emotional condition,0.82,0.159,1,0.244,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.258,13.3,LOW,LOW,20.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.528, 'audio': 0.472}",False,happy,2026-07-08 21:55:44
happy,happy,LOW,Stable emotional condition,0.82,0.154,1,0.236,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.262,13.3,LOW,LOW,20.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.519, 'audio': 0.481}",False,happy,2026-07-08 21:55:44
happy,happy,LOW,Negative emotional state,0.82,0.142,1,0.235,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.262,28.4,LOW,LOW,20.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.44, 'audio': 0.56}",False,angry,2026-07-08 21:55:45
happy,happy,LOW,Negative emotional state,0.82,0.142,1,0.239,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.26,28.4,LOW,LOW,20.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.445, 'audio': 0.555}",False,angry,2026-07-08 21:55:45
happy,happy,LOW,Negative emotional state,0.82,0.142,1,0.236,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.262,28.4,LOW,LOW,21.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.494, 'audio': 0.506}",False,angry,2026-07-08 21:55:45
happy,happy,LOW,Stable emotional condition,0.82,0.144,1,0.245,angry,0.3,MEDIUM,0.3833,0.0494,0.677,0.0,0.1256,2.3504,0.8744,0.0624,False,LOW,0.257,13.4,LOW,LOW,21.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.503, 'audio': 0.497}",False,happy,2026-07-08 21:55:46
happy,happy,LOW,Stable emotional condition,0.82,0.167,1,0.244,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.251,13.4,LOW,LOW,21.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,"{'visual': 0.678, 'audio': 0.322}",False,happy,2026-07-08 21:55:47
happy,happy,LOW,Stable emotional condition,0.82,0.165,1,0.24,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.253,13.4,LOW,LOW,21.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.674, 'audio': 0.326}",False,happy,2026-07-08 21:55:47
neutral,neutral,LOW,Stable emotional condition,0.82,0.147,1,0.239,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.253,16.4,LOW,LOW,21.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.649, 'audio': 0.351}",False,neutral,2026-07-08 21:55:47
neutral,neutral,LOW,Stable emotional condition,0.82,0.15,1,0.243,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.251,16.3,LOW,LOW,21.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.653, 'audio': 0.347}",False,neutral,2026-07-08 21:55:48
happy,happy,LOW,Stable emotional condition,0.82,0.157,1,0.247,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.249,13.3,LOW,LOW,21.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.664, 'audio': 0.336}",False,happy,2026-07-08 21:55:48
happy,happy,LOW,Stable emotional condition,0.82,0.159,1,0.249,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.248,13.4,LOW,LOW,21.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.666, 'audio': 0.334}",False,happy,2026-07-08 21:55:48
neutral,neutral,LOW,Stable emotional condition,0.82,0.116,1,0.247,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.249,16.4,LOW,LOW,21.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.592, 'audio': 0.408}",False,neutral,2026-07-08 21:55:49
neutral,neutral,LOW,Stable emotional condition,0.82,0.116,2,0.247,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.249,16.7,LOW,LOW,21.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,"{'visual': 0.592, 'audio': 0.408}",False,neutral,2026-07-08 21:55:49
neutral,neutral,LOW,Stable emotional condition,0.82,0.119,2,0.246,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.25,16.7,LOW,LOW,21.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.599, 'audio': 0.401}",False,neutral,2026-07-08 21:55:50
neutral,neutral,LOW,Stable emotional condition,0.82,0.119,2,0.247,disgust,0.21,MEDIUM,0.4533,0.0226,0.542,0.0,0.2613,5.0365,0.7387,0.0556,False,LOW,0.249,16.7,LOW,LOW,21.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.6, 'audio': 0.4}",False,neutral,2026-07-08 21:55:50
happy,happy,LOW,Stable emotional condition,0.82,0.157,2,0.249,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.257,13.7,LOW,LOW,21.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.644, 'audio': 0.356}",False,happy,2026-07-08 21:55:51
happy,happy,LOW,Stable emotional condition,0.82,0.154,2,0.244,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.26,13.7,LOW,LOW,21.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.639, 'audio': 0.361}",False,happy,2026-07-08 21:55:51
happy,happy,LOW,Stable emotional condition,0.82,0.155,2,0.244,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.26,13.7,LOW,LOW,20.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.641, 'audio': 0.359}",False,happy,2026-07-08 21:55:52
happy,happy,LOW,Stable emotional condition,0.82,0.155,2,0.244,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.26,13.7,LOW,LOW,20.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.641, 'audio': 0.359}",False,happy,2026-07-08 21:55:52
happy,happy,LOW,Stable emotional condition,0.82,0.164,2,0.247,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.258,13.7,LOW,LOW,20.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.654, 'audio': 0.346}",False,happy,2026-07-08 21:55:53
happy,happy,LOW,Stable emotional condition,0.82,0.162,2,0.244,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.26,13.6,LOW,LOW,20.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.651, 'audio': 0.349}",False,happy,2026-07-08 21:55:53
happy,happy,LOW,Stable emotional condition,0.82,0.168,2,0.248,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.258,13.6,LOW,LOW,20.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,"{'visual': 0.66, 'audio': 0.34}",False,happy,2026-07-08 21:55:53
happy,happy,LOW,Stable emotional condition,0.82,0.168,2,0.247,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.258,13.6,LOW,LOW,20.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,"{'visual': 0.659, 'audio': 0.341}",False,happy,2026-07-08 21:55:54
happy,happy,LOW,Stable emotional condition,0.82,0.158,2,0.248,angry,0.21,MEDIUM,0.4467,0.0301,0.591,0.0,0.2362,3.6935,0.7638,0.0703,False,LOW,0.258,13.6,LOW,LOW,20.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,"{'visual': 0.645, 'audio': 0.355}",False,happy,2026-07-08 21:55:54
