emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,fused_emotion,timestamp
surprise,surprise,LOW,Stable emotional condition,0.67,0.207,1,0.469,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.201,14.6,LOW,LOW,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 8.1, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,"{'visual': 0.559, 'audio': 0.441}",False,surprise,2026-07-08 20:34:49
surprise,surprise,LOW,Stable emotional condition,0.76,0.206,1,0.467,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.201,14.7,LOW,LOW,23.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 7.5, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,"{'visual': 0.558, 'audio': 0.442}",False,surprise,2026-07-08 20:34:50
fear,fear,LOW,Negative emotional state,0.83,0.427,1,0.462,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,True,LOW,0.203,29.8,LOW,LOW,24.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 8.0, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.643, 'audio': 0.357}",False,fear,2026-07-08 20:34:50
fear,fear,LOW,Negative emotional state,0.76,0.426,1,0.46,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,True,LOW,0.203,29.9,LOW,LOW,24.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 7.5, 'eye_avoidance': 0.0, 'head_movement': 2.1}",FLUCTUATING,"{'visual': 0.642, 'audio': 0.358}",False,fear,2026-07-08 20:34:50
fear,fear,LOW,Negative emotional state,0.76,0.356,1,0.451,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,True,LOW,0.205,29.9,LOW,LOW,24.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 7.1, 'eye_avoidance': 0.0, 'head_movement': 2.1}",FLUCTUATING,"{'visual': 0.545, 'audio': 0.455}",False,fear,2026-07-08 20:34:51
fear,fear,MEDIUM,Negative emotional state,0.56,0.354,2,0.445,fear,0.26666666666666666,MEDIUM,0.36,0.1535,0.874,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,45.2,MEDIUM,MEDIUM,31.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.1}",FLUCTUATING,"{'visual': 0.542, 'audio': 0.458}",False,fear,2026-07-08 20:34:51
neutral,neutral,LOW,Negative emotional state,0.67,0.147,2,0.448,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.192,30.2,LOW,LOW,28.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.3, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.484, 'audio': 0.516}",False,fear,2026-07-08 20:34:53
neutral,neutral,LOW,Negative emotional state,0.83,0.147,2,0.465,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.188,30.2,LOW,LOW,26.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.0, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,"{'visual': 0.494, 'audio': 0.506}",False,fear,2026-07-08 20:34:53
neutral,neutral,LOW,Stable emotional condition,0.83,0.307,2,0.457,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.19,18.2,LOW,LOW,25.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.4, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.677, 'audio': 0.323}",False,neutral,2026-07-08 20:34:54
neutral,neutral,LOW,Stable emotional condition,0.67,0.304,3,0.452,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.191,18.5,LOW,LOW,24.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.1, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.674, 'audio': 0.326}",False,neutral,2026-07-08 20:34:54
neutral,neutral,LOW,Stable emotional condition,0.83,0.173,3,0.475,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.186,18.5,LOW,LOW,23.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.9, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.541, 'audio': 0.459}",False,neutral,2026-07-08 20:34:54
neutral,neutral,LOW,Stable emotional condition,0.83,0.171,3,0.471,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.187,18.6,LOW,LOW,23.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.6, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,"{'visual': 0.539, 'audio': 0.461}",False,neutral,2026-07-08 20:34:55
fear,fear,MEDIUM,Negative emotional state,0.65,0.416,3,0.469,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,True,MEDIUM,0.5,45.6,MEDIUM,MEDIUM,30.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,"{'visual': 0.668, 'audio': 0.332}",False,fear,2026-07-08 20:34:55
fear,fear,MEDIUM,Negative emotional state,0.65,0.411,3,0.457,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,True,MEDIUM,0.5,45.5,MEDIUM,MEDIUM,34.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.8, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,"{'visual': 0.662, 'audio': 0.338}",False,fear,2026-07-08 20:34:56
fear,fear,MEDIUM,Negative emotional state,0.72,0.362,3,0.454,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,True,MEDIUM,0.5,45.6,MEDIUM,MEDIUM,36.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.6, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,"{'visual': 0.599, 'audio': 0.401}",False,fear,2026-07-08 20:34:56
fear,fear,MEDIUM,Negative emotional state,0.56,0.361,3,0.453,fear,0.30666666666666664,MEDIUM,0.41,0.0514,0.684,0.0,0.0151,0.6715,0.9849,0.0449,True,MEDIUM,0.5,45.6,MEDIUM,MEDIUM,38.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.4, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,"{'visual': 0.598, 'audio': 0.402}",False,fear,2026-07-08 20:34:57
fear,fear,MEDIUM,Negative emotional state,0.72,0.322,3,0.47,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,True,MEDIUM,0.5,45.5,MEDIUM,MEDIUM,38.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,"{'visual': 0.54, 'audio': 0.46}",False,fear,2026-07-08 20:34:58
fear,fear,MEDIUM,Negative emotional state,0.72,0.324,3,0.479,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,True,MEDIUM,0.5,45.5,MEDIUM,MEDIUM,38.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,"{'visual': 0.545, 'audio': 0.455}",False,fear,2026-07-08 20:34:58
fear,fear,MEDIUM,Negative emotional state,0.72,0.44,3,0.475,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,True,MEDIUM,0.5,45.5,MEDIUM,MEDIUM,39.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,"{'visual': 0.699, 'audio': 0.301}",False,fear,2026-07-08 20:34:59
fear,fear,MEDIUM,Negative emotional state,0.65,0.435,3,0.465,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,True,MEDIUM,0.5,45.4,MEDIUM,MEDIUM,38.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.9}",STABLE,"{'visual': 0.695, 'audio': 0.305}",False,fear,2026-07-08 20:34:59
surprise,surprise,LOW,Stable emotional condition,0.75,0.242,3,0.46,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,LOW,0.186,15.3,LOW,LOW,31.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.628, 'audio': 0.372}",False,surprise,2026-07-08 20:35:00
surprise,surprise,LOW,Stable emotional condition,0.83,0.242,3,0.46,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,LOW,0.186,15.4,LOW,LOW,27.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.9}",STABLE,"{'visual': 0.628, 'audio': 0.372}",False,surprise,2026-07-08 20:35:00
sad,sad,MEDIUM,Stable emotional condition,0.66,0.298,3,0.483,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,MEDIUM,0.5,45.4,MEDIUM,LOW,32.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.675, 'audio': 0.325}",False,sad,2026-07-08 20:35:01
sad,sad,MEDIUM,Stable emotional condition,0.72,0.283,3,0.46,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,MEDIUM,0.5,45.4,MEDIUM,LOW,34.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,"{'visual': 0.665, 'audio': 0.335}",False,sad,2026-07-08 20:35:01
happy,happy,LOW,Stable emotional condition,0.83,0.303,3,0.461,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,LOW,0.186,15.4,LOW,LOW,29.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,"{'visual': 0.68, 'audio': 0.32}",False,happy,2026-07-08 20:35:02
happy,happy,LOW,Stable emotional condition,0.83,0.31,3,0.471,fear,0.31,MEDIUM,0.4133,0.0445,0.659,0.0,0.0503,1.6788,0.9497,0.0374,False,LOW,0.183,15.4,LOW,LOW,26.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,"{'visual': 0.684, 'audio': 0.316}",False,happy,2026-07-08 20:35:02
fear,fear,LOW,Negative emotional state,0.83,0.399,3,0.471,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,True,LOW,0.192,30.4,LOW,LOW,24.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.623, 'audio': 0.377}",False,fear,2026-07-08 20:35:04
fear,fear,LOW,Negative emotional state,0.83,0.393,3,0.456,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,True,LOW,0.196,30.3,LOW,LOW,22.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.615, 'audio': 0.385}",False,fear,2026-07-08 20:35:04
fear,fear,LOW,Negative emotional state,0.83,0.407,3,0.48,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,True,LOW,0.19,30.3,LOW,LOW,22.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.633, 'audio': 0.367}",False,fear,2026-07-08 20:35:04
fear,fear,LOW,Negative emotional state,0.76,0.406,3,0.477,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,True,LOW,0.191,30.3,LOW,LOW,21.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.631, 'audio': 0.369}",False,fear,2026-07-08 20:35:05
neutral,neutral,LOW,Stable emotional condition,0.83,0.234,3,0.471,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.192,18.4,LOW,LOW,21.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",UNSTABLE,"{'visual': 0.597, 'audio': 0.403}",False,neutral,2026-07-08 20:35:05
neutral,neutral,LOW,Stable emotional condition,0.83,0.239,3,0.48,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.19,18.4,LOW,LOW,20.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,"{'visual': 0.602, 'audio': 0.398}",False,neutral,2026-07-08 20:35:06
neutral,neutral,LOW,Stable emotional condition,0.83,0.192,3,0.48,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.19,18.3,LOW,LOW,20.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.548, 'audio': 0.452}",False,neutral,2026-07-08 20:35:06
neutral,neutral,LOW,Stable emotional condition,0.83,0.191,3,0.478,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.19,18.3,LOW,LOW,20.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.547, 'audio': 0.453}",False,neutral,2026-07-08 20:35:06
neutral,neutral,LOW,Stable emotional condition,0.76,0.331,3,0.487,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.188,18.3,LOW,LOW,20.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.677, 'audio': 0.323}",False,neutral,2026-07-08 20:35:07
neutral,neutral,LOW,Stable emotional condition,0.76,0.316,3,0.465,fear,0.32,MEDIUM,0.4167,0.058,0.705,0.0,0.0653,3.0219,0.9347,0.0243,False,LOW,0.194,18.3,LOW,LOW,20.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",STABLE,"{'visual': 0.667, 'audio': 0.333}",False,neutral,2026-07-08 20:35:07
fear,fear,LOW,Negative emotional state,0.83,0.406,3,0.47,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,True,LOW,0.185,30.3,LOW,LOW,20.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",STABLE,"{'visual': 0.721, 'audio': 0.279}",False,fear,2026-07-08 20:35:08
fear,fear,LOW,Negative emotional state,0.67,0.404,4,0.464,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,True,LOW,0.187,30.6,LOW,LOW,20.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.8}",STABLE,"{'visual': 0.718, 'audio': 0.282}",False,fear,2026-07-08 20:35:09
happy,happy,LOW,Stable emotional condition,0.83,0.306,4,0.481,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.183,15.6,LOW,LOW,20.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,"{'visual': 0.719, 'audio': 0.281}",False,happy,2026-07-08 20:35:09
happy,happy,LOW,Stable emotional condition,0.67,0.291,5,0.457,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.189,15.9,LOW,LOW,20.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.709, 'audio': 0.291}",False,happy,2026-07-08 20:35:10
neutral,neutral,LOW,Stable emotional condition,0.83,0.145,5,0.482,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.183,18.9,LOW,LOW,21.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,"{'visual': 0.548, 'audio': 0.452}",False,neutral,2026-07-08 20:35:10
neutral,neutral,LOW,Stable emotional condition,0.83,0.146,5,0.486,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.182,18.9,LOW,LOW,21.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.55, 'audio': 0.45}",False,neutral,2026-07-08 20:35:11
neutral,neutral,LOW,Stable emotional condition,0.83,0.328,5,0.488,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.181,19.0,LOW,LOW,20.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.733, 'audio': 0.267}",False,neutral,2026-07-08 20:35:11
neutral,neutral,LOW,Stable emotional condition,0.83,0.321,5,0.477,fear,0.24666666666666667,MEDIUM,0.4,0.0539,0.693,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.184,19.0,LOW,LOW,20.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.8}",FLUCTUATING,"{'visual': 0.728, 'audio': 0.272}",False,neutral,2026-07-08 20:35:12
