emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,fused_emotion,timestamp
sad,sad,LOW,Stable emotional condition,0.75,0.372,1,0.548,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.217,29.5,LOW,LOW,14.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.0, 'eye_avoidance': 0.0, 'head_movement': 1.7}",STABLE,"{'visual': 0.713, 'audio': 0.287}",False,sad,2026-07-08 19:12:09
neutral,neutral,LOW,Stable emotional condition,0.76,0.293,1,0.537,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.219,18.0,LOW,LOW,17.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.2}",FLUCTUATING,"{'visual': 0.662, 'audio': 0.338}",False,neutral,2026-07-08 19:12:09
neutral,neutral,LOW,Stable emotional condition,0.83,0.28,1,0.513,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.225,19.4,LOW,LOW,19.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.8, 'head_movement': 2.8}",STABLE,"{'visual': 0.651, 'audio': 0.349}",False,neutral,2026-07-08 19:12:10
fear,fear,MEDIUM,Negative emotional state,0.72,0.15,1,0.493,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,MEDIUM,0.5,46.8,MEDIUM,MEDIUM,28.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.6, 'eye_avoidance': 0.8, 'head_movement': 3.2}",FLUCTUATING,"{'visual': 0.498, 'audio': 0.502}",False,angry,2026-07-08 19:12:10
fear,fear,MEDIUM,Negative emotional state,0.72,0.159,1,0.527,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,MEDIUM,0.5,46.9,MEDIUM,MEDIUM,33.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.4, 'eye_avoidance': 0.7, 'head_movement': 3.3}",FLUCTUATING,"{'visual': 0.514, 'audio': 0.486}",False,fear,2026-07-08 19:12:10
neutral,neutral,LOW,Stable emotional condition,0.83,0.189,1,0.529,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.221,19.9,LOW,LOW,30.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.0, 'eye_avoidance': 0.7, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.558, 'audio': 0.442}",False,neutral,2026-07-08 19:12:11
neutral,neutral,LOW,Stable emotional condition,0.75,0.193,1,0.541,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.218,19.7,LOW,LOW,27.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.6, 'eye_avoidance': 0.6, 'head_movement': 3.3}",FLUCTUATING,"{'visual': 0.563, 'audio': 0.437}",False,neutral,2026-07-08 19:12:11
neutral,neutral,LOW,Stable emotional condition,0.83,0.226,1,0.538,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.219,19.6,LOW,LOW,26.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.3, 'eye_avoidance': 0.6, 'head_movement': 3.2}",FLUCTUATING,"{'visual': 0.601, 'audio': 0.399}",False,neutral,2026-07-08 19:12:11
neutral,neutral,LOW,Stable emotional condition,0.67,0.228,1,0.543,angry,0.24666666666666667,MEDIUM,0.4833,0.1475,0.868,0.0,0.3367,2.3504,0.6633,0.1646,False,LOW,0.218,19.6,LOW,LOW,25.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.6, 'head_movement': 3.1}",FLUCTUATING,"{'visual': 0.603, 'audio': 0.397}",False,neutral,2026-07-08 19:12:12
neutral,neutral,LOW,Stable emotional condition,0.76,0.351,1,0.539,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.206,19.5,LOW,LOW,24.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.5, 'head_movement': 3.1}",FLUCTUATING,"{'visual': 0.695, 'audio': 0.305}",False,neutral,2026-07-08 19:12:13
neutral,neutral,LOW,Stable emotional condition,0.83,0.35,1,0.537,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.207,19.5,LOW,LOW,23.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.5, 'eye_avoidance': 0.5, 'head_movement': 3.1}",FLUCTUATING,"{'visual': 0.694, 'audio': 0.306}",False,neutral,2026-07-08 19:12:13
neutral,neutral,LOW,Stable emotional condition,0.83,0.309,1,0.539,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.206,19.5,LOW,LOW,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.3, 'eye_avoidance': 0.5, 'head_movement': 3.1}",FLUCTUATING,"{'visual': 0.667, 'audio': 0.333}",False,neutral,2026-07-08 19:12:14
neutral,neutral,LOW,Stable emotional condition,0.83,0.297,1,0.517,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.211,19.6,LOW,LOW,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.5, 'head_movement': 3.2}",FLUCTUATING,"{'visual': 0.658, 'audio': 0.342}",False,neutral,2026-07-08 19:12:14
neutral,neutral,LOW,Negative emotional state,0.83,0.154,1,0.502,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.215,31.6,LOW,LOW,23.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.6, 'eye_avoidance': 0.4, 'head_movement': 3.3}",STABLE,"{'visual': 0.45, 'audio': 0.55}",False,fear,2026-07-08 19:12:14
neutral,neutral,LOW,Negative emotional state,0.83,0.154,1,0.485,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.219,31.7,LOW,LOW,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.4, 'head_movement': 3.4}",STABLE,"{'visual': 0.442, 'audio': 0.558}",False,fear,2026-07-08 19:12:15
angry,angry,LOW,Negative emotional state,0.83,0.154,1,0.472,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.222,31.8,LOW,LOW,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.2, 'eye_avoidance': 0.4, 'head_movement': 3.5}",STABLE,"{'visual': 0.491, 'audio': 0.509}",False,fear,2026-07-08 19:12:15
angry,angry,LOW,Negative emotional state,0.83,0.157,1,0.498,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.216,31.9,LOW,LOW,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.6, 'eye_avoidance': 0.4, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.504, 'audio': 0.496}",False,angry,2026-07-08 19:12:15
angry,angry,LOW,Negative emotional state,0.83,0.296,1,0.481,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.22,32.0,LOW,LOW,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.4, 'head_movement': 3.8}",FLUCTUATING,"{'visual': 0.658, 'audio': 0.342}",False,angry,2026-07-08 19:12:16
angry,angry,LOW,Negative emotional state,0.83,0.315,1,0.511,fear,0.25666666666666665,MEDIUM,0.44,0.1403,0.859,0.0,0.0804,2.0146,0.9196,0.0479,False,LOW,0.213,32.0,LOW,LOW,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.3, 'eye_avoidance': 0.4, 'head_movement': 3.8}",FLUCTUATING,"{'visual': 0.671, 'audio': 0.329}",False,angry,2026-07-08 19:12:16
neutral,neutral,LOW,Stable emotional condition,0.83,0.323,1,0.543,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.209,19.8,LOW,LOW,23.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.3, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.585, 'audio': 0.415}",False,neutral,2026-07-08 19:12:17
neutral,neutral,LOW,Stable emotional condition,0.83,0.323,1,0.543,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.209,19.8,LOW,LOW,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.3, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.585, 'audio': 0.415}",False,neutral,2026-07-08 19:12:17
neutral,neutral,LOW,Stable emotional condition,0.83,0.378,1,0.545,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.209,19.8,LOW,LOW,23.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.3, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.622, 'audio': 0.378}",False,neutral,2026-07-08 19:12:18
neutral,neutral,LOW,Stable emotional condition,0.83,0.38,1,0.548,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.208,19.8,LOW,LOW,23.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.624, 'audio': 0.376}",False,neutral,2026-07-08 19:12:19
neutral,neutral,LOW,Stable emotional condition,0.83,0.361,1,0.548,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.208,19.8,LOW,LOW,22.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.6}",FLUCTUATING,"{'visual': 0.611, 'audio': 0.389}",False,neutral,2026-07-08 19:12:19
neutral,neutral,LOW,Stable emotional condition,0.83,0.357,1,0.542,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.209,19.7,LOW,LOW,22.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.5}",FLUCTUATING,"{'visual': 0.609, 'audio': 0.391}",False,neutral,2026-07-08 19:12:20
neutral,neutral,LOW,Stable emotional condition,0.83,0.341,1,0.542,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.209,19.5,LOW,LOW,22.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.4}",STABLE,"{'visual': 0.598, 'audio': 0.402}",False,neutral,2026-07-08 19:12:20
neutral,neutral,LOW,Stable emotional condition,0.67,0.34,2,0.539,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.21,19.7,LOW,LOW,22.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.2}",STABLE,"{'visual': 0.597, 'audio': 0.403}",False,neutral,2026-07-08 19:12:20
neutral,neutral,LOW,Stable emotional condition,0.67,0.309,2,0.526,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.213,19.6,LOW,LOW,22.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.2}",STABLE,"{'visual': 0.574, 'audio': 0.426}",False,neutral,2026-07-08 19:12:21
neutral,neutral,LOW,Stable emotional condition,0.67,0.316,2,0.537,fear,0.36666666666666664,MEDIUM,0.4367,0.1713,0.893,0.0,0.0151,0.6715,0.9849,0.0449,False,LOW,0.21,19.6,LOW,LOW,22.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.2}",STABLE,"{'visual': 0.579, 'audio': 0.421}",False,neutral,2026-07-08 19:12:21
angry,angry,MEDIUM,Negative emotional state,0.72,0.234,2,0.539,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,46.7,MEDIUM,MEDIUM,29.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.3, 'head_movement': 3.2}",STABLE,"{'visual': 0.623, 'audio': 0.377}",False,angry,2026-07-08 19:12:22
angry,angry,MEDIUM,Negative emotional state,0.72,0.233,2,0.538,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,46.8,MEDIUM,MEDIUM,33.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.3, 'head_movement': 3.3}",STABLE,"{'visual': 0.622, 'audio': 0.378}",False,angry,2026-07-08 19:12:23
neutral,neutral,LOW,Stable emotional condition,0.67,0.204,3,0.541,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,LOW,0.188,20.1,LOW,LOW,29.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.2, 'head_movement': 3.4}",STABLE,"{'visual': 0.591, 'audio': 0.409}",False,neutral,2026-07-08 19:12:23
neutral,neutral,LOW,Stable emotional condition,0.67,0.2,3,0.528,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,LOW,0.191,20.1,LOW,LOW,26.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.4}",STABLE,"{'visual': 0.585, 'audio': 0.415}",False,neutral,2026-07-08 19:12:24
sad,sad,MEDIUM,Stable emotional condition,0.56,0.366,3,0.533,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,47.1,MEDIUM,LOW,31.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.721, 'audio': 0.279}",False,sad,2026-07-08 19:12:24
sad,sad,MEDIUM,Stable emotional condition,0.56,0.364,3,0.531,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,47.1,MEDIUM,LOW,34.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.72, 'audio': 0.28}",False,sad,2026-07-08 19:12:25
sad,sad,MEDIUM,Stable emotional condition,0.56,0.264,3,0.538,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,47.1,MEDIUM,LOW,36.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.65, 'audio': 0.35}",False,sad,2026-07-08 19:12:25
sad,sad,MEDIUM,Stable emotional condition,0.56,0.268,3,0.546,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,MEDIUM,0.5,47.1,MEDIUM,LOW,37.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.654, 'audio': 0.346}",False,sad,2026-07-08 19:12:25
neutral,neutral,LOW,Stable emotional condition,0.67,0.201,3,0.543,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,LOW,0.188,20.1,LOW,LOW,31.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.4}",FLUCTUATING,"{'visual': 0.587, 'audio': 0.413}",False,neutral,2026-07-08 19:12:26
neutral,neutral,LOW,Stable emotional condition,0.72,0.201,3,0.542,fear,0.29333333333333333,MEDIUM,0.4733,0.0529,0.69,0.0,0.1005,1.0073,0.8995,0.1497,False,LOW,0.188,20.0,LOW,LOW,27.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.3}",FLUCTUATING,"{'visual': 0.587, 'audio': 0.413}",False,neutral,2026-07-08 19:12:26
sad,sad,MEDIUM,Stable emotional condition,0.61,0.223,3,0.541,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.0,MEDIUM,LOW,32.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.2, 'head_movement': 3.3}",FLUCTUATING,"{'visual': 0.654, 'audio': 0.346}",False,sad,2026-07-08 19:12:27
sad,sad,MEDIUM,Stable emotional condition,0.72,0.224,3,0.542,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.0,MEDIUM,LOW,35.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.2, 'head_movement': 3.3}",STABLE,"{'visual': 0.655, 'audio': 0.345}",False,sad,2026-07-08 19:12:28
sad,sad,MEDIUM,Stable emotional condition,0.65,0.216,3,0.541,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.0,MEDIUM,LOW,37.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.2, 'head_movement': 3.3}",STABLE,"{'visual': 0.647, 'audio': 0.353}",False,sad,2026-07-08 19:12:28
sad,sad,MEDIUM,Stable emotional condition,0.72,0.215,3,0.539,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.0,MEDIUM,LOW,38.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.3}",STABLE,"{'visual': 0.646, 'audio': 0.354}",False,sad,2026-07-08 19:12:28
sad,sad,MEDIUM,Stable emotional condition,0.56,0.311,4,0.542,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.2,MEDIUM,LOW,38.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.2}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,sad,2026-07-08 19:12:29
sad,sad,MEDIUM,Stable emotional condition,0.56,0.311,4,0.541,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,MEDIUM,0.5,47.1,MEDIUM,LOW,39.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 3.1}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,sad,2026-07-08 19:12:29
neutral,neutral,LOW,Stable emotional condition,0.67,0.328,4,0.539,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,LOW,0.179,20.0,LOW,LOW,32.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 2.9}",STABLE,"{'visual': 0.736, 'audio': 0.264}",False,neutral,2026-07-08 19:12:30
neutral,neutral,LOW,Stable emotional condition,0.67,0.329,4,0.541,fear,0.23666666666666666,MEDIUM,0.4233,0.0601,0.712,0.0,0.0302,1.0073,0.9698,0.0449,False,LOW,0.179,19.7,LOW,LOW,27.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 2.7}",STABLE,"{'visual': 0.736, 'audio': 0.264}",False,neutral,2026-07-08 19:12:30
